node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOCC_INTERCELLULAR_CANALICULUS,GO:0046581,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_SET1C_COMPASS_COMPLEX,GO:0048188,cellular_component,GO:0005575,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,System and Developmental Process,Response to Stimulus
GOCC_SIGNAL_RECOGNITION_PARTICLE,GO:0048500,cellular_component,GO:0005575,Protein Metabolism and Trafficking,RNA Metabolism,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_PIGMENT_GRANULE,GO:0048770,,,Intracellular Trafficking and Organelle Dynamics,Autophagy,Lipid Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_CELL_POLE,GO:0060187,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Signal Transduction
GOCC_MICOS_COMPLEX,GO:0061617,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,GO:0062023,,,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis
GOCC_SAGA_TYPE_COMPLEX,GO:0070461,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Response to Stimulus
GOCC_GAMMA_SECRETASE_COMPLEX,GO:0070765,cellular_component,GO:0005575,Signal Transduction,Neurodevelopment and Neuronal Differentiation,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0070775,,,Epigenetic Regulation,Protein Metabolism and Trafficking,Structural Stabilization,Transcription and Translation Machinery,System and Developmental Process
GOCC_TERTIARY_GRANULE,GO:0070820,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Protein Metabolism and Trafficking,Immune System and Inflammation,Structural Stabilization
GOCC_PRESPLICEOSOME,GO:0071010,,,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOCC_PI_BODY,GO:0071546,cellular_component,GO:0005575,RNA Metabolism,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Epigenetic Regulation,System and Developmental Process
GOCC_NBAF_COMPLEX,GO:0071565,cellular_component,GO:0005575,Epigenetic Regulation,Neurodevelopment and Neuronal Differentiation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,System and Developmental Process
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE,GO:0071598,cellular_component,GO:0005575,Neurotransmission and Synaptic Regulation,RNA Metabolism,Neurodevelopment and Neuronal Differentiation,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_ENDOCYTIC_VESICLE_LUMEN,GO:0071682,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK,GO:0071782,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Structural Stabilization,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis
GOCC_RAGULATOR_COMPLEX,GO:0071986,cellular_component,GO:0005575,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Response to Stimulus
GOCC_MSL_COMPLEX,GO:0072487,cellular_component,GO:0005575,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,System and Developmental Process,Signal Transduction
GOCC_EMC_COMPLEX,GO:0072546,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Structural Stabilization,Molecular Transport and Homeostasis
GOCC_NLRP3_INFLAMMASOME_COMPLEX,GO:0072559,cellular_component,GO:0005575,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics
GOCC_BLOOD_MICROPARTICLE,GO:0072562,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction,Immune System and Inflammation,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_FLEMMING_BODY,GO:0090543,cellular_component,GO:0005575,Cell Cycle,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Cell Adhesion and Interaction
GOCC_PHAGOCYTIC_VESICLE_LUMEN,GO:0097013,cellular_component,GO:0005575,Immune System and Inflammation,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Protein Metabolism and Trafficking,Structural Stabilization
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX,GO:0097136,cellular_component,GO:0005575,Apoptosis,DNA Repair,Response to Stimulus,Protein Metabolism and Trafficking,Signal Transduction
GOCC_ALVEOLAR_LAMELLAR_BODY,GO:0097208,cellular_component,GO:0005575,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process,Protein Metabolism and Trafficking
GOCC_SPERM_MIDPIECE,GO:0097225,cellular_component,GO:0005575,Structural Stabilization,Mitochondrial Function and Metabolism,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOCC_SPERM_MITOCHONDRIAL_SHEATH,GO:0097226,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Structural Stabilization,System and Developmental Process,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOCC_SPERM_ANNULUS,GO:0097227,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_SPERM_PRINCIPAL_PIECE,GO:0097228,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Intracellular Trafficking and Organelle Dynamics
GOCC_R2TP_COMPLEX,GO:0097255,cellular_component,GO:0005575,Protein Metabolism and Trafficking,RNA Metabolism,Signal Transduction,Transcription and Translation Machinery,Intracellular Trafficking and Organelle Dynamics
GOCC_LEWY_BODY,GO:0097413,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Mitochondrial Function and Metabolism,Response to Stimulus
GOCC_NEUROFIBRILLARY_TANGLE,GO:0097418,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Structural Stabilization,System and Developmental Process
GOCC_APICAL_DENDRITE,GO:0097440,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,System and Developmental Process
GOCC_BASAL_DENDRITE,GO:0097441,cellular_component,GO:0005575,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction,System and Developmental Process
GOCC_SORTING_ENDOSOME,GO:0097443,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOCC_ASTROCYTE_END_FOOT,GO:0097450,cellular_component,GO:0005575,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process
GOCC_HIPPOCAMPAL_MOSSY_FIBER,GO:0097457,cellular_component,GO:0005575,Neurotransmission and Synaptic Regulation,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction
GOCC_MULTIVESICULAR_BODY_INTERNAL_VESICLE,GO:0097487,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Autophagy,Apoptosis,Structural Stabilization
GOCC_SPERM_PLASMA_MEMBRANE,GO:0097524,cellular_component,GO:0005575,Reproductive System,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_MAINTENANCE_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION,GO:0014834,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Cell Adhesion and Interaction,Response to Stimulus
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION,GO:0014841,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Response to Stimulus,Signal Transduction
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,GO:0014850,biological_process,GO:0008150,Response to Stimulus,Structural Stabilization,Mitochondrial Function and Metabolism,Signal Transduction,Transcription and Translation Machinery
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,GO:0014855,,,Cell Cycle,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION,GO:0014856,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION,GO:0014859,biological_process,GO:0008150,Cell Cycle,Signal Transduction,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis
GOBP_STRIATED_MUSCLE_ATROPHY,GO:0014891,biological_process,GO:0008150,System and Developmental Process,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism
GOBP_MYOTUBE_DIFFERENTIATION,GO:0014902,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Signal Transduction
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014909,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Signal Transduction,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014911,biological_process,GO:0008150,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014912,biological_process,GO:0008150,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_LUNG_BLOOD_PRESSURE,GO:0014916,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Structural Stabilization
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION,,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction
GOBP_DNA_INTEGRATION,GO:0015074,biological_process,GO:0008150,DNA Repair,Response to Stimulus,Transcription and Translation Machinery,Epigenetic Regulation,Cell Cycle
GOBP_GAS_TRANSPORT,GO:0015669,,,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOBP_CARBON_DIOXIDE_TRANSPORT,GO:0015670,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Lipid Metabolism,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_COPPER_ION_IMPORT,GO:0015677,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_MAGNESIUM_ION_TRANSPORT,GO:0015693,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Mitochondrial Function and Metabolism,Response to Stimulus,System and Developmental Process
GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,GO:0015697,biological_process,GO:0008150,Molecular Transport and Homeostasis,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,GO:0015718,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Response to Stimulus
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,GO:0015721,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOBP_GLYCEROL_TRANSMEMBRANE_TRANSPORT,GO:0015793,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_L_ALANINE_TRANSPORT,GO:0015808,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_L_CYSTINE_TRANSPORT,GO:0015811,biological_process,GO:0008150,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_TRYPTOPHAN_TRANSPORT,GO:0015827,biological_process,GO:0008150,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,System and Developmental Process
GOBP_POLYAMINE_TRANSPORT,GO:0015846,,,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Lipid Metabolism,Response to Stimulus
GOBP_NUCLEOBASE_TRANSPORT,GO:0015851,biological_process,GO:0008150,Molecular Transport and Homeostasis,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_ADENINE_TRANSPORT,GO:0015853,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOBP_NUCLEOSIDE_TRANSPORT,GO:0015858,biological_process,GO:0008150,Molecular Transport and Homeostasis,RNA Metabolism,DNA Repair,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_CHOLINE_TRANSPORT,GO:0015871,biological_process,GO:0008150,Molecular Transport and Homeostasis,Neurotransmission and Synaptic Regulation,Lipid Metabolism,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics
GOBP_HEME_TRANSPORT,GO:0015886,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_FATTY_ACID_TRANSPORT,GO:0015908,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction,Response to Stimulus
GOBP_LIPID_CATABOLIC_PROCESS,GO:0016042,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,GO:0016053,,,Lipid Metabolism,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,GO:0016054,,,Lipid Metabolism,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_RRNA_CATABOLIC_PROCESS,GO:0016075,biological_process,GO:0008150,RNA Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_SNRNA_CATABOLIC_PROCESS,GO:0016076,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS,GO:0016114,,,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process
GOBP_SNRNA_PROCESSING,GO:0016180,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOBP_SYNAPTIC_VESICLE_UNCOATING,,,,Neurotransmission and Synaptic Regulation,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_TELOMERE_CAPPING,GO:0016233,biological_process,GO:0008150,DNA Repair,Cell Cycle,Structural Stabilization,Epigenetic Regulation,System and Developmental Process
GOBP_LYSOSOMAL_MICROAUTOPHAGY,,,,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO:0016242,biological_process,GO:0008150,Autophagy,Signal Transduction,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_DEPHOSPHORYLATION,GO:0016311,biological_process,GO:0008150,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,Epigenetic Regulation,Molecular Transport and Homeostasis
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,GO:0016338,biological_process,GO:0008150,Cell Adhesion and Interaction,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process
GOBP_DENDRITE_DEVELOPMENT,GO:0016358,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,GO:0016558,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_HISTONE_MODIFICATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_HISTONE_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,DNA Repair,System and Developmental Process
GOBP_HISTONE_DEACETYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,GO:0032410,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0032413,,,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,,,,Lipid Metabolism,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Immune System and Inflammation
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,GO:0032446,biological_process,GO:0008150,Protein Metabolism and Trafficking,Autophagy,Apoptosis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_ENDOCYTIC_RECYCLING,GO:0032456,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,GO:0032469,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION,GO:0032471,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032482,biological_process,GO:0008150,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032483,biological_process,GO:0008150,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032488,biological_process,GO:0008150,Signal Transduction,Cell Cycle,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Immune System and Inflammation
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032489,biological_process,GO:0008150,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN,GO:0032493,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_RESPONSE_TO_PEPTIDOGLYCAN,GO:0032494,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,Epigenetic Regulation
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,GO:0032511,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Autophagy,Response to Stimulus
GOBP_RESPONSE_TO_RETINOIC_ACID,GO:0032526,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,System and Developmental Process,Immune System and Inflammation
GOBP_REGULATION_OF_MICROVILLUS_LENGTH,GO:0032532,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY,GO:0032534,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT,GO:0032596,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Lipid Metabolism,Protein Metabolism and Trafficking,Signal Transduction
GOBP_CHEMOKINE_PRODUCTION,GO:0032602,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_INTERLEUKIN_1_PRODUCTION,GO:0032612,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Autophagy,Epigenetic Regulation
GOBP_INTERLEUKIN_23_PRODUCTION,GO:0032627,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_INTERLEUKIN_4_PRODUCTION,GO:0032633,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_INTERLEUKIN_6_PRODUCTION,GO:0032635,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Autophagy,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,GO:0032682,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,GO:0032687,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,GO:0032688,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,GO:0032689,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION,GO:0032690,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,GO:0032692,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,GO:0032722,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,GO:0032727,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION,GO:0032730,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,GO:0032732,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,GO:0032733,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION,GO:0032736,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,GO:0032753,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_MAST_CELL_CYTOKINE_PRODUCTION,GO:0032762,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,GO:0032770,,,Response to Stimulus,Signal Transduction,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
