Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Transcription Factor Tfiif Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Autophagy, DNA Repair
GO Term: Transcription Factor Tfiih Holo Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Chromatin Silencing Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Anaphase-Promoting Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Autophagy, DNA Repair
GO Term: Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U5 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle
GO Term: U7 Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: U2-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Structural Stabilization
GO Term: U1 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: U2 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, DNA Repair
GO Term: U4 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U6 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Autophagy
GO Term: U12-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: U4Atac Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, DNA Repair
GO Term: U6Atac Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Cell Cycle
GO Term: U11 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Autophagy
GO Term: U12 Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, DNA Repair
GO Term: Chromosome -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Chromatin Organization, Structural Stabilization
GO Term: Telomerase Holoenzyme Complex -> Biodomain: DNA Repair, Proteostasis, RNA Spliceosome, Epigenetic, Cell Cycle
GO Term: Polytene Chromosome -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Autophagy
GO Term: Chiasma -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Chromosome
GO Term: Recombination Nodule -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Apoptosis
GO Term: Late Recombination Nodule -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Mitochondrial Metabolism
GO Term: Pericentric Heterochromatin -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Apoptosis
GO Term: Perichromatin Fibrils -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Structural Stabilization, DNA Repair
GO Term: Nucleolus -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Nucleolus Organizer Region -> Biodomain: Epigenetic, Structural Stabilization, Cell Cycle, DNA Repair, Proteostasis
GO Term: Sno(S)Rna-Containing Ribonucleoprotein Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, DNA Repair
GO Term: Rna Polymerase I Complex -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Autophagy
GO Term: Cytoplasm -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Lipid Metabolism
GO Term: Mitochondrial Envelope -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Mitochondrial Outer Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Mitochondrial Outer Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Mitochondrial Inner Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Tim23 Mitochondrial Import Inner Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization, Oxidative Stress
GO Term: M-Aaa Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Mitochondrial Permeability Transition Pore Complex -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Mitochondrial Intermembrane Space -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Mitochondrial Matrix -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Gamma Dna Polymerase Complex -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Mitochondrial Ribosome -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Mitochondrial Large Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Mitochondrial Small Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Apoptosis
GO Term: Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Lysosomal Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Apoptosis
GO Term: Secondary Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Early Endosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Late Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Multivesicular Body -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Vacuole -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Vacuolar Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Vacuolar Lumen -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Autophagosome -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Apoptosis
GO Term: Peroxisome -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Peroxisomal Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Peroxisomal Matrix -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Endoplasmic Reticulum -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Oxidative Stress, Apoptosis
GO Term: Sec61 Translocon Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Signal Recognition Particle Receptor Complex -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Signal Recognition Particle, Endoplasmic Reticulum Targeting -> Biodomain: Proteostasis, RNA Spliceosome, Endolysosome, Autophagy, APP Metabolism
GO Term: Signal Peptidase Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Oxidative Stress
GO Term: Endoplasmic Reticulum Lumen -> Biodomain: Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Oxidative Stress
GO Term: Endoplasmic Reticulum Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy, Oxidative Stress
GO Term: Smooth Endoplasmic Reticulum -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Rough Endoplasmic Reticulum -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Endoplasmic Reticulum-Golgi Intermediate Compartment -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Golgi Apparatus -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Golgi Stack -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Golgi Lumen -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization
GO Term: Golgi Medial Cisterna -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Golgi-Associated Vesicle -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Endolysosome, Structural Stabilization
GO Term: Cis-Golgi Network -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism, Vasculature
GO Term: Trans-Golgi Network -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Lipid Droplet -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Centrosome -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Centriole -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Apoptosis, Autophagy
GO Term: Microtubule Organizing Center -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Aster -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Spindle -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, DNA Repair, Autophagy
GO Term: Actomyosin Contractile Ring -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Polar Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Kinetochore Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, DNA Repair
GO Term: Cytosol -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Chaperonin-Containing T-Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Endolysosome
GO Term: Hemoglobin Complex -> Biodomain: Vasculature, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Heterotrimeric G-Protein Complex -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Structural Stabilization
GO Term: Proteasome Regulatory Particle -> Biodomain: Proteostasis, Autophagy, Endolysosome, Structural Stabilization, Apoptosis
GO Term: Proteasome Core Complex -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Ribosome -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, Autophagy
GO Term: Nuclear Cap Binding Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Mrna Cleavage And Polyadenylation Specificity Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: Mrna Cleavage Stimulating Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Mrna Cleavage Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Eukaryotic Translation Initiation Factor 2 Complex -> Biodomain: Proteostasis, Autophagy, Cell Cycle, RNA Spliceosome, Mitochondrial Metabolism
GO Term: Eukaryotic Translation Initiation Factor 2B Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Autophagy, Cell Cycle
GO Term: Eukaryotic Translation Initiation Factor 3 Complex -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Structural Stabilization, RNA Spliceosome
GO Term: Eukaryotic Translation Elongation Factor 1 Complex -> Biodomain: Proteostasis, Cell Cycle, Autophagy, DNA Repair, Mitochondrial Metabolism
GO Term: Nascent Polypeptide-Associated Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Endolysosome, Apoptosis
GO Term: Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Endolysosome
GO Term: Axonemal Dynein Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Muscle Myosin Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Troponin Complex -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Autophagy, Apoptosis
GO Term: Muscle Thin Filament Tropomyosin -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Cell Cycle
GO Term: Striated Muscle Myosin Thick Filament -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Striated Muscle Thin Filament -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Endolysosome
GO Term: Cytoplasmic Dynein Complex -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Apoptosis, Autophagy
GO Term: Dynactin Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Synapse
GO Term: Kinesin Complex -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Autophagy, Proteostasis
GO Term: Plus-End Kinesin Complex -> Biodomain: Structural Stabilization, Cytoskeleton, Cell Cycle, Proteostasis, Intracellular Transport
GO Term: Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Autophagy
GO Term: Microtubule Associated Complex -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Spindle Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, DNA Repair
GO Term: Axonemal Microtubule -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Tau Homeostasis
GO Term: Nuclear Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Epigenetic
GO Term: Cytoplasmic Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Endolysosome
GO Term: Intermediate Filament -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Apoptosis, Vasculature
GO Term: Neurofilament -> Biodomain: Structural Stabilization, Cytoskeleton Organization, Neuronal System, Axon Development and Maintenance, Cellular Structure and Organization
GO Term: Actin Filament -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Cell Cycle
GO Term: Arp2/3 Protein Complex -> Biodomain: Structural Stabilization, Synapse, Immune Response, Proteostasis, Autophagy
GO Term: Plasma Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Immune Response
GO Term: Potassium:Proton Exchanging Atpase Complex -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Sodium:Potassium-Exchanging Atpase Complex -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Synapse, Proteostasis, Vasculature
GO Term: Voltage-Gated Calcium Channel Complex -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Apoptosis, Immune Response
GO Term: Acetylcholine-Gated Channel Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism
GO Term: Interleukin-2 Receptor Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Interleukin-5 Receptor Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism
GO Term: Interleukin-6 Receptor Complex -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Interleukin-13 Receptor Complex -> Biodomain: Immune Response, Vasculature, Endolysosome, Autophagy, Apoptosis
GO Term: Insulin Receptor Complex -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Cell Cycle, Mitochondrial Metabolism
GO Term: Oncostatin-M Receptor Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Synapse, Endolysosome
GO Term: Caveola -> Biodomain: Vasculature, Lipid Metabolism, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Microvillus -> Biodomain: Structural Stabilization, Lipid Metabolism, Immune Response, Synapse, Vasculature
GO Term: Brush Border -> Biodomain: Structural Stabilization, Endolysosome, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Clathrin-Coated Pit -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Synapse, Vasculature
GO Term: Cell-Cell Junction -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Endolysosome
GO Term: Adherens Junction -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Vasculature, Proteostasis, Cell Cycle
GO Term: Spot Adherens Junction -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Cell Cycle
GO Term: Zonula Adherens -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Vasculature, Cell Cycle
GO Term: Fascia Adherens -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Cell Cycle
GO Term: Gap Junction -> Biodomain: Synapse, Structural Stabilization, Vasculature, Cell Cycle, Immune Response
GO Term: Connexin Complex -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Vasculature
GO Term: Bicellular Tight Junction -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Focal Adhesion -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Immune Response, Proteostasis
GO Term: Muscle Tendon Junction -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Vasculature, Mitochondrial Metabolism
GO Term: Cilium -> Biodomain: Structural Stabilization, Autophagy, Cell Cycle, Lipid Metabolism, Proteostasis
GO Term: Axoneme -> Biodomain: Structural Stabilization, Tau Homeostasis, Proteostasis, Cell Cycle, Autophagy
GO Term: Cell Cortex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Vasculature
GO Term: Septin Ring -> Biodomain: Structural Stabilization, Cytoskeleton, Cell Cycle, Proteostasis, Autophagy
GO Term: Phosphatidylinositol 3-Kinase Complex -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Proteostasis, Cell Cycle
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ia -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Apoptosis, Cell Cycle
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ib -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Immune Response, Endolysosome
GO Term: 6-Phosphofructokinase Complex -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Mitochondrial Metabolism
GO Term: Acetolactate Synthase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Camp-Dependent Protein Kinase Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Cell Cycle
GO Term: Caax-Protein Geranylgeranyltransferase Complex -> Biodomain: Proteostasis, Lipid Metabolism, Signal Transduction, Structural Stabilization, Autophagy
GO Term: Calcium- And Calmodulin-Dependent Protein Kinase Complex -> Biodomain: Proteostasis, Synapse, Structural Stabilization, Cell Cycle, Oxidative Stress
GO Term: Calcineurin Complex -> Biodomain: Immune Response, Synapse, Vasculature, Proteostasis, Tau Homeostasis
GO Term: Protein Kinase Ck2 Complex -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Apoptosis, Autophagy
GO Term: Dna-Dependent Protein Kinase-Dna Ligase 4 Complex -> Biodomain: DNA Repair, Nuclear Protein-containing Complex, Catalytic Complex, Nonhomologous End Joining Complex, Protein-containing Complex
GO Term: Glycine Cleavage Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Phosphorylase Kinase Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Protein Farnesyltransferase Complex -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Cell Cycle
GO Term: Rab-Protein Geranylgeranyltransferase Complex -> Biodomain: Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Ribonucleoside-Diphosphate Reductase Complex -> Biodomain: DNA Repair, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Carbohydrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Polysaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Immune Response, Proteostasis
GO Term: Glycogen Metabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Glycogen Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Regulation Of Glycogen Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Epigenetic, Cell Cycle, Lipid Metabolism
GO Term: Glycogen Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism, Cell Cycle
GO Term: Regulation Of Glycogen Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Starch Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Disaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Endolysosome
GO Term: Sucrose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Sucrose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Lactose Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Lactose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Trehalose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Trehalose Catabolic Process -> Biodomain: Autophagy, Endolysosome, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Monosaccharide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Cell Cycle
GO Term: Xylulose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle, Proteostasis
GO Term: Xylulose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Fructose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Fructose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Fructose 6-Phosphate Metabolic Process -> Biodomain: Metabolic Processes, Carbohydrate Metabolism, Energy Metabolism, Phosphate Metabolism, Central Metabolism
GO Term: Fructose 2,6-Bisphosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Fucose Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Glucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Glucose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Udp-Alpha-D-Glucose Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Galactose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Mannose Metabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, Metal Binding and Homeostasis
GO Term: D-Ribose Metabolic Process -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, DNA Repair, Cell Cycle, Autophagy
GO Term: 5-Phosphoribose 1-Diphosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, DNA Repair, Cell Cycle, Oxidative Stress
GO Term: Inositol Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Cell Cycle, Autophagy
GO Term: Inositol Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Glycosaminoglycan Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Glycosaminoglycan Catabolic Process -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Proteoglycan Metabolic Process -> Biodomain: Proteostasis, Lipid Metabolism, Structural Stabilization, Endolysosome, Vasculature
GO Term: Chitin Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Proteostasis, Endolysosome
GO Term: Chitin Catabolic Process -> Biodomain: Endolysosome, Autophagy, Immune Response, Proteostasis, Oxidative Stress
GO Term: Amino Sugar Metabolic Process -> Biodomain: Structural Stabilization, Epigenetic, Immune Response, Lipid Metabolism, Proteostasis
GO Term: Glucosamine Metabolic Process -> Biodomain: Carbohydrate Metabolism, Metabolism, Amino Acid and Protein Metabolism, Structural Stabilization, Cellular Processes
GO Term: Glucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: N-Acetylglucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Epigenetic, Proteostasis, Immune Response, Autophagy
GO Term: N-Acetylglucosamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Immune Response, Structural Stabilization
GO Term: N-Acetylglucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Udp-N-Acetylglucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress
