Running with TEMP=0.1, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Protein Localization To Bicellular Tight Junction -> Biodomain: Vasculature, Proteostasis, Immune Response, Endolysosome, Structural Stabilization
GO Term: Mitotic Cytokinetic Process -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Autophagy
GO Term: Regulation Of Mitotic Cytokinesis -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, DNA Repair
GO Term: Protein Localization To Cell Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Mrna Binding -> Biodomain: Proteostasis, APP Metabolism, Tau Homeostasis, Synapse, Immune Response
GO Term: Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Negative Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Tau Homeostasis
GO Term: Deactivation Of Mitotic Spindle Assembly Checkpoint -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Male Mating Behavior -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Immune Response
GO Term: Negative Regulation Of Ripoptosome Assembly Involved In Necroptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Cell Cycle, Tau Homeostasis
GO Term: Riboflavin Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Programmed Necrotic Cell Death -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Stem Cell Population Maintenance -> Biodomain: Synapse, Endolysosome, Proteostasis, Immune Response, Apoptosis
GO Term: Positive Regulation Of Stem Cell Population Maintenance -> Biodomain: Cell Cycle, Apoptosis, Autophagy, Proteostasis, Epigenetic
GO Term: Negative Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Immune Response, Proteostasis, Apoptosis, Tau Homeostasis, Cell Cycle
GO Term: Positive Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Autophagy, Apoptosis, Proteostasis
GO Term: Protein Localization To Cell Leading Edge -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Structural Stabilization, APP Metabolism
GO Term: Positive Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Structural Stabilization, APP Metabolism
GO Term: L-Alpha-Amino Acid Transmembrane Transport -> Biodomain: Proteostasis, Synapse, Mitochondrial Metabolism, Oxidative Stress, Vasculature
GO Term: Chloride Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Immune Response
GO Term: Protein Localization To Mitotic Spindle -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, APP Metabolism
GO Term: Regulatory T Cell Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Cytotoxic T Cell Pyroptotic Cell Death -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Sperm Capacitation -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Immune Response
GO Term: Negative Regulation Of Sperm Capacitation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Cell Cycle
GO Term: Positive Regulation Of Sperm Capacitation -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Lipid Metabolism
GO Term: Acetyltransferase Complex -> Biodomain: Epigenetic, APP Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Catalytic Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Transmembrane Transporter Complex -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis, Endolysosome
GO Term: Positive Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis, Endolysosome
GO Term: Lysosomal Hops Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Synapse, Mitochondrial Metabolism
GO Term: Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Oxidative Stress, DNA Repair, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Tau Homeostasis, Oxidative Stress, Proteostasis
GO Term: Regulation Of Organelle Transport Along Microtubule -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Structural Stabilization
GO Term: Positive Regulation Of Protein K63-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Protein K48-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Autophagy, Endolysosome, APP Metabolism, Tau Homeostasis
GO Term: Positive Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Immune Response
GO Term: Positive Regulation Of Protein Linear Polyubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intracellular Signal Transduction -> Biodomain: APP Metabolism, Tau Homeostasis, Synapse, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Intracellular Signal Transduction -> Biodomain: Proteostasis, Immune Response, Apoptosis, Synapse, Autophagy
GO Term: Positive Regulation Of Intracellular Signal Transduction -> Biodomain: Synapse, Proteostasis, Apoptosis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus -> Biodomain: Vasculature, Immune Response, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Positive Regulation Of Catalase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Immune Response
GO Term: Serine/Threonine Protein Kinase Complex -> Biodomain: Tau Homeostasis, APP Metabolism, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Endoribonuclease Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Immune Response
GO Term: 5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: 3'-Phospho-5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Endolysosome, Proteostasis, APP Metabolism, Synapse, Lipid Metabolism
GO Term: Gmp Reductase Complex -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: H4 Histone Acetyltransferase Complex -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, APP Metabolism
GO Term: Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Vasculature, Endolysosome
GO Term: Negative Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Vasculature, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Positive Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Eosinophil Activation -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Protein Localization To Nucleolus -> Biodomain: Epigenetic,DNA Repair,Proteostasis,Autophagy,RNA Spliceosome
GO Term: Proton Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy, Proteostasis
GO Term: Silver Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Heterotrimeric G-Protein Complex Assembly -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Structural Stabilization
GO Term: Positive Regulation Of Large Conductance Calcium-Activated Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Anti-Mullerian Hormone Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Synapse, Apoptosis, Endolysosome
GO Term: Immune Response Involved In Response To Exogenous Dsrna -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, APP Metabolism
GO Term: O-Acyl-L-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Fluoride -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Cellular Response To Fluoride -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Immune Response
GO Term: Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Autophagy
GO Term: Negative Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Assembly Of Large Subunit Precursor Of Preribosome -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Regulation Of Mrna Stability Involved In Cellular Response To Uv -> Biodomain: Oxidative Stress, DNA Repair, RNA Spliceosome, Proteostasis, Apoptosis
GO Term: Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Negative Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Tau Homeostasis
GO Term: Positive Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Endolysosome, Tau Homeostasis
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Proteostasis, Immune Response
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Biosynthetic Process -> Biodomain: APP Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Synapse
GO Term: Kinociliary Basal Body -> Biodomain: Tau Homeostasis, Proteostasis, Structural Stabilization, Synapse, Endolysosome
GO Term: Calcium Ion Import Into Cytosol -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Positive Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Regulation Of Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Carbon Dioxide Binding -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Negative Regulation Of Rna Biosynthetic Process -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response
GO Term: Positive Regulation Of Rna Biosynthetic Process -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, APP Metabolism, DNA Repair
GO Term: Protein Localization To Pericentric Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Endolysosome, Lipid Metabolism
GO Term: Positive Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Neurotransmission, Proteostasis, Structural Stabilization, Autophagy
GO Term: Mitochondrial Outer Membrane Permeabilization Involved In Programmed Cell Death -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Nad Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Respiratory Basal Cell Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Endolysosome, Immune Response
GO Term: Regulation Of Neuroblast Proliferation -> Biodomain: Cell Cycle, Autophagy, Immune Response, Proteostasis, Apoptosis
GO Term: Gaba Receptor Complex -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Immune Response
GO Term: Gaba-A Receptor Complex -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, APP Metabolism
GO Term: G Protein-Coupled Gaba Receptor Complex -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Endolysosome
GO Term: Positive Regulation Of Prolactin Secretion -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Satellite Cell Differentiation -> Biodomain: Proteostasis, Apoptosis, Immune Response, Cell Cycle, Structural Stabilization
GO Term: Positive Regulation Of Skeletal Muscle Satellite Cell Differentiation -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Autophagy, Apoptosis
GO Term: Positive Regulation Of Growth Factor Dependent Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Growth Factor Signaling, Immune Response, Apoptosis, Cell Cycle, Proteostasis
GO Term: Negative Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: Proteostasis, APP Metabolism, Synapse, Structural Stabilization, Immune Response
GO Term: Positive Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: APP Metabolism, Proteostasis, Synapse, Immune Response, Structural Stabilization
GO Term: Negative Regulation Of Chondrocyte Proliferation -> Biodomain: Apoptosis, Proteostasis, Autophagy, Cell Cycle, Structural Stabilization
GO Term: Positive Regulation Of Chondrocyte Proliferation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Autophagy
GO Term: Dendritic Filopodium -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Apoptotic Process Involved In Development -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Autophagy, Tau Homeostasis
GO Term: Regulation Of Lamellipodium Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Positive Regulation Of Lamellipodium Organization -> Biodomain: Structural Stabilization, Synapse, Immune Response, Autophagy, Proteostasis
GO Term: Regulation Of Lens Fiber Cell Differentiation -> Biodomain: APP Metabolism, Proteostasis, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Negative Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Positive Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Structural Stabilization
GO Term: Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Negative Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Tau Homeostasis
GO Term: Positive Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Positive Regulation Of Chondrocyte Development -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Proteostasis, Vasculature
GO Term: Skeletal Muscle Satellite Cell Migration -> Biodomain: Synapse, Proteostasis, Autophagy, Immune Response, Structural Stabilization
GO Term: Gtpase Activator Complex -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Tau Homeostasis
GO Term: Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Mitochondrial Large Ribosomal Subunit Assembly -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Regulation Of Synaptic Vesicle Transport -> Biodomain: Synapse, APP Metabolism, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis, Epigenetic
GO Term: Negative Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Tau Homeostasis, Proteostasis, DNA Repair
GO Term: Positive Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, DNA Repair
GO Term: Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Cell Cycle
GO Term: Positive Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Apoptosis
GO Term: Negative Regulation Of Protein Localization To Microtubule -> Biodomain: Tau Homeostasis, Proteostasis, Structural Stabilization, Synapse, Autophagy
GO Term: Negative Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Positive Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Regulation Of Nuclear Migration Along Microtubule -> Biodomain: Structural Stabilization, Tau Homeostasis, Proteostasis, Synapse, Autophagy
GO Term: Positive Regulation Of Mitotic Spindle Elongation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, DNA Repair
GO Term: Regulation Of Neuronal Signal Transduction -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Microtubule Cytoskeleton Organization Involved In Mitosis -> Biodomain: Tau Homeostasis, Cell Cycle, Proteostasis, Structural Stabilization, Autophagy
GO Term: Regulation Of Non-Motile Cilium Assembly -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: Negative Regulation Of Non-Motile Cilium Assembly -> Biodomain: Proteostasis, Autophagy, Synapse, Structural Stabilization, Tau Homeostasis
GO Term: Positive Regulation Of Non-Motile Cilium Assembly -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Synapse
GO Term: Propionyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Propionyl-Coa Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Propionyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Retina Development In Camera-Type Eye -> Biodomain: Synapse, Proteostasis, APP Metabolism, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Cell Cycle, Endolysosome
GO Term: Positive Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Immune Response, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Positive Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Protein Localization To Astral Microtubule -> Biodomain: Tau Homeostasis, Structural Stabilization, Cell Cycle, Proteostasis, Autophagy
GO Term: Protein Localization To Spindle Microtubule -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Mirna Transcription -> Biodomain: APP Metabolism, Tau Homeostasis, Synapse, Epigenetic, Immune Response
GO Term: Negative Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Terminal Web Assembly -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Tau Homeostasis, Autophagy
GO Term: Regulation Of Postsynaptic Density Protein 95 Clustering -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Negative Regulation Of Autophagosome Assembly -> Biodomain: Autophagy, Proteostasis, Endolysosome, Tau Homeostasis, APP Metabolism
GO Term: Regulation Of Supramolecular Fiber Organization -> Biodomain: APP Metabolism, Tau Homeostasis, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Supramolecular Fiber Organization -> Biodomain: Tau Homeostasis, APP Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Supramolecular Fiber Organization -> Biodomain: Tau Homeostasis, Proteostasis, APP Metabolism, Synapse, Endolysosome
GO Term: Regulation Of Melanosome Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Melanosome Transport -> Biodomain: Proteostasis, Autophagy, Endolysosome, Synapse, Lipid Metabolism
GO Term: Protein Kinase Complex -> Biodomain: Tau Homeostasis, Proteostasis, Oxidative Stress, Apoptosis, Autophagy
GO Term: Pyruvate Kinase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Autophagy
GO Term: Positive Regulation Of Neuroepithelial Cell Differentiation -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Autophagy, Cell Cycle
GO Term: Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Oxidative Stress
Saved results to: Experiment/DeepSeek/01-Reference_free/04-AD_temp/Temp_0.1/go_biodomain_results_part_34.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/04-AD_temp/Temp_0.1/runtime_log.csv
