Running with TEMP=0.9, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Ceramide 1-Phosphate Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Protein Localization To Bicellular Tight Junction -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Mitotic Cytokinetic Process -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Regulation Of Mitotic Cytokinesis -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Protein Localization To Cell Junction -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Positive Regulation Of Mrna Binding -> Biodomain: APP Metabolism,Tau Homeostasis,Proteostasis,Synapse,Immune Response
GO Term: Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Synapse
GO Term: Negative Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Apoptosis, Epigenetic
GO Term: Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Apoptosis, Proteostasis
GO Term: Deactivation Of Mitotic Spindle Assembly Checkpoint -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Autophagy, Synapse
GO Term: Positive Regulation Of Male Mating Behavior -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Ripoptosome Assembly Involved In Necroptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: Riboflavin Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Programmed Necrotic Cell Death -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Negative Regulation Of Stem Cell Population Maintenance -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Synapse, Immune Response
GO Term: Positive Regulation Of Stem Cell Population Maintenance -> Biodomain: Cell Cycle, Autophagy, Apoptosis, Epigenetic, Immune Response
GO Term: Negative Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, Endolysosome
GO Term: Positive Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Autophagy, Structural Stabilization
GO Term: Protein Localization To Cell Leading Edge -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Autophagy, Structural Stabilization, Tau Homeostasis
GO Term: L-Alpha-Amino Acid Transmembrane Transport -> Biodomain: APP Metabolism, Synapse, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Chloride Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Autophagy
GO Term: Protein Localization To Mitotic Spindle -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization, Autophagy
GO Term: Regulatory T Cell Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Cytotoxic T Cell Pyroptotic Cell Death -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Sperm Capacitation -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Apoptosis, Synapse
GO Term: Negative Regulation Of Sperm Capacitation -> Biodomain: Proteostasis, Autophagy, Epigenetic, Apoptosis, Cell Cycle
GO Term: Positive Regulation Of Sperm Capacitation -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Acetyltransferase Complex -> Biodomain: Proteostasis, Tau Homeostasis, Epigenetic, APP Metabolism, Mitochondrial Metabolism
GO Term: Catalytic Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Synapse
GO Term: Transmembrane Transporter Complex -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Synapse, Oxidative Stress
GO Term: Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Autophagy, Endolysosome, APP Metabolism, Tau Homeostasis
GO Term: Positive Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis, Endolysosome
GO Term: Lysosomal Hops Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, APP Metabolism, Immune Response
GO Term: Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Proteostasis, DNA Repair, Cell Cycle, Tau Homeostasis
GO Term: Negative Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Cell Cycle, Proteostasis, Tau Homeostasis
GO Term: Positive Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Organelle Transport Along Microtubule -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Autophagy, Endolysosome
GO Term: Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Protein K63-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Protein K48-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Positive Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Endolysosome, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Protein Linear Polyubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intracellular Signal Transduction -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Intracellular Signal Transduction -> Biodomain: Tau Homeostasis, APP Metabolism, Proteostasis, Apoptosis, Synapse
GO Term: Positive Regulation Of Intracellular Signal Transduction -> Biodomain: Immune Response, Synapse, Apoptosis, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus -> Biodomain: Vasculature, Immune Response, Apoptosis, Oxidative Stress, Lipid Metabolism
GO Term: Positive Regulation Of Catalase Activity -> Biodomain: Oxidative Stress, Autophagy, Endolysosome, Mitochondrial Metabolism, Proteostasis
GO Term: Serine/Threonine Protein Kinase Complex -> Biodomain: Tau Homeostasis, Proteostasis, Oxidative Stress, Synapse, Apoptosis
GO Term: Endoribonuclease Complex -> Biodomain: RNA Spliceosome, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: 5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: 3'-Phospho-5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Endolysosome, Proteostasis, Immune Response
GO Term: Gmp Reductase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: H4 Histone Acetyltransferase Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Apoptosis, Immune Response
GO Term: Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Negative Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Endolysosome, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Vasculature
GO Term: Negative Regulation Of Eosinophil Activation -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Protein Localization To Nucleolus -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Autophagy, APP Metabolism
GO Term: Proton Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Silver Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Heterotrimeric G-Protein Complex Assembly -> Biodomain: Synapse, Proteostasis, Immune Response, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Large Conductance Calcium-Activated Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Anti-Mullerian Hormone Signaling Pathway -> Biodomain: Proteostasis, Synapse, Immune Response, Apoptosis, Oxidative Stress
GO Term: Immune Response Involved In Response To Exogenous Dsrna -> Biodomain: Immune Response, Endolysosome, Proteostasis, Oxidative Stress, Autophagy
GO Term: O-Acyl-L-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Fluoride -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis
GO Term: Cellular Response To Fluoride -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Apoptosis
GO Term: Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Assembly Of Large Subunit Precursor Of Preribosome -> Biodomain: Proteostasis, Autophagy, Endolysosome, Cell Cycle, Apoptosis
GO Term: Regulation Of Mrna Stability Involved In Cellular Response To Uv -> Biodomain: Oxidative Stress, DNA Repair, Epigenetic, RNA Spliceosome, Proteostasis
GO Term: Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism, Proteostasis
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Metabolic Process -> Biodomain: Lipid Metabolism, APP Metabolism, Endolysosome, Autophagy, Structural Stabilization
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Synapse, Endolysosome, Autophagy, APP Metabolism
GO Term: Kinociliary Basal Body -> Biodomain: Structural Stabilization, Tau Homeostasis, Synapse, Proteostasis, Endolysosome
GO Term: Calcium Ion Import Into Cytosol -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Apoptosis, Tau Homeostasis
GO Term: Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Mitochondrial Metabolism, APP Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Regulation Of Axon Guidance -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Structural Stabilization, Immune Response
GO Term: Positive Regulation Of Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Carbon Dioxide Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Rna Biosynthetic Process -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Autophagy, Immune Response
GO Term: Positive Regulation Of Rna Biosynthetic Process -> Biodomain: Epigenetic, RNA Spliceosome, Immune Response, Proteostasis, DNA Repair
GO Term: Protein Localization To Pericentric Heterochromatin -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Structural Stabilization, Cell Cycle
GO Term: Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, APP Metabolism
GO Term: Mitochondrial Outer Membrane Permeabilization Involved In Programmed Cell Death -> Biodomain: Apoptosis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Regulation Of Nad Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Respiratory Basal Cell Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, Lipid Metabolism, Immune Response
GO Term: Regulation Of Neuroblast Proliferation -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Autophagy, Endolysosome
GO Term: Gaba Receptor Complex -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: Gaba-A Receptor Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Immune Response
GO Term: G Protein-Coupled Gaba Receptor Complex -> Biodomain: Synapse, Proteostasis, APP Metabolism, Immune Response, Endolysosome
GO Term: Positive Regulation Of Prolactin Secretion -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Negative Regulation Of Satellite Cell Differentiation -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Skeletal Muscle Satellite Cell Differentiation -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Positive Regulation Of Growth Factor Dependent Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Proteostasis, Immune Response, Synapse, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: Proteostasis, APP Metabolism, Synapse, Lipid Metabolism, Structural Stabilization
GO Term: Positive Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: APP Metabolism, Proteostasis, Synapse, Immune Response, Lipid Metabolism
GO Term: Negative Regulation Of Chondrocyte Proliferation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization, Autophagy
GO Term: Positive Regulation Of Chondrocyte Proliferation -> Biodomain: Proteostasis, Immune Response, Apoptosis, Structural Stabilization, Cell Cycle
GO Term: Dendritic Filopodium -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Apoptotic Process Involved In Development -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Autophagy, Oxidative Stress
GO Term: Regulation Of Lamellipodium Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Lamellipodium Organization -> Biodomain: Structural Stabilization, Tau Homeostasis, Synapse, Proteostasis, Endolysosome
GO Term: Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Epigenetic, Vasculature
GO Term: Negative Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Positive Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Proteostasis, Cell Cycle, Structural Stabilization, Autophagy, Apoptosis
GO Term: Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, DNA Repair
GO Term: Negative Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Positive Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Positive Regulation Of Chondrocyte Development -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Autophagy, Cell Cycle
GO Term: Skeletal Muscle Satellite Cell Migration -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Immune Response
GO Term: Gtpase Activator Complex -> Biodomain: APP Metabolism, Tau Homeostasis, Proteostasis, Synapse, Autophagy
GO Term: Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Mitochondrial Large Ribosomal Subunit Assembly -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Regulation Of Synaptic Vesicle Transport -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Negative Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, DNA Repair
GO Term: Positive Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Epigenetic
GO Term: Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Cell Cycle, Apoptosis
GO Term: Negative Regulation Of Protein Localization To Microtubule -> Biodomain: Tau Homeostasis, Structural Stabilization, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Synapse
GO Term: Positive Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Regulation Of Nuclear Migration Along Microtubule -> Biodomain: Tau Homeostasis, Structural Stabilization, Synapse, Proteostasis, Autophagy
GO Term: Positive Regulation Of Mitotic Spindle Elongation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Epigenetic
GO Term: Regulation Of Neuronal Signal Transduction -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Endolysosome, Immune Response
GO Term: Microtubule Cytoskeleton Organization Involved In Mitosis -> Biodomain: Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Apoptosis
GO Term: Regulation Of Non-Motile Cilium Assembly -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Non-Motile Cilium Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Non-Motile Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Propionyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Propionyl-Coa Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Propionyl-Coa Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Regulation Of Retina Development In Camera-Type Eye -> Biodomain: Structural Stabilization, Synapse, Apoptosis, Tau Homeostasis, Proteostasis
GO Term: Negative Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Cell Cycle, Apoptosis, Structural Stabilization, Tau Homeostasis
GO Term: Positive Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Tau Homeostasis, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Immune Response
GO Term: Negative Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Autophagy
GO Term: Protein Localization To Astral Microtubule -> Biodomain: Tau Homeostasis, Structural Stabilization, Proteostasis, Synapse, Autophagy
GO Term: Protein Localization To Spindle Microtubule -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Autophagy, Tau Homeostasis
GO Term: Regulation Of Mirna Transcription -> Biodomain: Epigenetic, APP Metabolism, Proteostasis, Immune Response, Apoptosis
GO Term: Negative Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Terminal Web Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Endolysosome, Tau Homeostasis
GO Term: Regulation Of Postsynaptic Density Protein 95 Clustering -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, APP Metabolism
GO Term: Negative Regulation Of Autophagosome Assembly -> Biodomain: Autophagy, Proteostasis, Endolysosome, APP Metabolism, Tau Homeostasis
GO Term: Regulation Of Supramolecular Fiber Organization -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Supramolecular Fiber Organization -> Biodomain: Tau Homeostasis, Proteostasis, APP Metabolism, Autophagy, Synapse
GO Term: Positive Regulation Of Supramolecular Fiber Organization -> Biodomain: Tau Homeostasis, Proteostasis, APP Metabolism, Synapse, Structural Stabilization
GO Term: Regulation Of Melanosome Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, APP Metabolism
GO Term: Positive Regulation Of Melanosome Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Tau Homeostasis
GO Term: Protein Kinase Complex -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, Apoptosis, Oxidative Stress
GO Term: Pyruvate Kinase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Synapse, Lipid Metabolism
GO Term: Positive Regulation Of Neuroepithelial Cell Differentiation -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis, Endolysosome
Saved results to: Experiment/DeepSeek/01-Reference_free/04-AD_temp/Temp_0.9/go_biodomain_results_part_34.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/04-AD_temp/Temp_0.9/runtime_log.csv
