Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Anaphase-Promoting Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Autophagy
GO Term: Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U5 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: U7 Snrnp -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Proteostasis, Cell Cycle
GO Term: U2-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: U1 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: U2 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U4 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U6 Snrnp -> Biodomain: RNA Spliceosome, Structural Stabilization, Proteostasis, Epigenetic, DNA Repair
GO Term: U12-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U4Atac Snrnp -> Biodomain: RNA Spliceosome, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: U6Atac Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle
GO Term: U11 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: U12 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: Chromosome -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Structural Stabilization
GO Term: Telomerase Holoenzyme Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis, Epigenetic
GO Term: Polytene Chromosome -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, DNA Repair, Autophagy
GO Term: Chiasma -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Autophagy
GO Term: Recombination Nodule -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Late Recombination Nodule -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Pericentric Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Perichromatin Fibrils -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Cell Cycle, DNA Repair
GO Term: Nucleolus -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Epigenetic, Cell Cycle
GO Term: Nucleolus Organizer Region -> Biodomain: Proteostasis, RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle
GO Term: Sno(S)Rna-Containing Ribonucleoprotein Complex -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Mitochondrial Metabolism, Epigenetic
GO Term: Rna Polymerase I Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Structural Stabilization
GO Term: Cytoplasm -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Autophagy, Proteostasis
GO Term: Mitochondrial Envelope -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Mitochondrial Outer Membrane -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Apoptosis, Proteostasis, Lipid Metabolism
GO Term: Mitochondrial Outer Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy, Apoptosis
GO Term: Mitochondrial Inner Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Tim23 Mitochondrial Import Inner Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Structural Stabilization
GO Term: M-Aaa Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Apoptosis
GO Term: Mitochondrial Permeability Transition Pore Complex -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Mitochondrial Intermembrane Space -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Lipid Metabolism
GO Term: Mitochondrial Matrix -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Gamma Dna Polymerase Complex -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis
GO Term: Mitochondrial Ribosome -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Mitochondrial Large Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Mitochondrial Small Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Lysosomal Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, APP Metabolism
GO Term: Secondary Lysosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Apoptosis
GO Term: Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Early Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Vasculature
GO Term: Late Endosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Synapse
GO Term: Multivesicular Body -> Biodomain: Endolysosome, Autophagy, Proteostasis, Apoptosis, Lipid Metabolism
GO Term: Vacuole -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Vacuolar Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Vacuolar Lumen -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Autophagosome -> Biodomain: Autophagy, Endolysosome, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Peroxisome -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: Peroxisomal Membrane -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Structural Stabilization, Proteostasis
GO Term: Peroxisomal Matrix -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Endoplasmic Reticulum -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Apoptosis
GO Term: Sec61 Translocon Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Signal Recognition Particle Receptor Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Signal Recognition Particle, Endoplasmic Reticulum Targeting -> Biodomain: Proteostasis, Endolysosome, Autophagy, RNA Spliceosome, Lipid Metabolism
GO Term: Signal Peptidase Complex -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Autophagy, Apoptosis
GO Term: Endoplasmic Reticulum Lumen -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Apoptosis, Autophagy
GO Term: Smooth Endoplasmic Reticulum -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Rough Endoplasmic Reticulum -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Endoplasmic Reticulum-Golgi Intermediate Compartment -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Golgi Stack -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization
GO Term: Golgi Lumen -> Biodomain: Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, APP Metabolism, Autophagy
GO Term: Golgi Medial Cisterna -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Golgi-Associated Vesicle -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Cis-Golgi Network -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Trans-Golgi Network -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Synapse
GO Term: Lipid Droplet -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Centrosome -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Autophagy
GO Term: Centriole -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Apoptosis, Proteostasis
GO Term: Microtubule Organizing Center -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Autophagy
GO Term: Aster -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Spindle -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Actomyosin Contractile Ring -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Polar Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, DNA Repair
GO Term: Kinetochore Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, DNA Repair
GO Term: Cytosol -> Biodomain: Proteostasis, Lipid Metabolism, Cell Cycle, Autophagy, Metal Binding and Homeostasis
GO Term: Chaperonin-Containing T-Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Hemoglobin Complex -> Biodomain: Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Oxidative Stress, Proteostasis
GO Term: Heterotrimeric G-Protein Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Cell Cycle
GO Term: Proteasome Regulatory Particle -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Structural Stabilization
GO Term: Proteasome Core Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Cell Cycle
GO Term: Ribosome -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Nuclear Cap Binding Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, Cell Cycle
GO Term: Mrna Cleavage And Polyadenylation Specificity Factor Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, DNA Repair
GO Term: Mrna Cleavage Stimulating Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Mrna Cleavage Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Eukaryotic Translation Initiation Factor 2 Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Eukaryotic Translation Initiation Factor 2B Complex -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Eukaryotic Translation Initiation Factor 3 Complex -> Biodomain: Proteostasis, Protein Synthesis, Translation Initiation, Autophagy, Epigenetic
GO Term: Eukaryotic Translation Elongation Factor 1 Complex -> Biodomain: Protein Synthesis, Cellular Metabolism, Nucleotide Metabolism, Energy Metabolism, Gene Expression
GO Term: Nascent Polypeptide-Associated Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Endolysosome
GO Term: Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Autophagy
GO Term: Axonemal Dynein Complex -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Autophagy, Synapse
GO Term: Muscle Myosin Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism, Endolysosome
GO Term: Troponin Complex -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Muscle Thin Filament Tropomyosin -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Striated Muscle Myosin Thick Filament -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy
GO Term: Striated Muscle Thin Filament -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Endolysosome
GO Term: Cytoplasmic Dynein Complex -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Immune Response
GO Term: Dynactin Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Synapse
GO Term: Kinesin Complex -> Biodomain: Cell Cycle, Synapse, Autophagy, Endolysosome, Structural Stabilization
GO Term: Plus-End Kinesin Complex -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Autophagy
GO Term: Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Tau Homeostasis, Synapse, Autophagy
GO Term: Microtubule Associated Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Synapse, Cell Cycle
GO Term: Spindle Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Axonemal Microtubule -> Biodomain: Structural Stabilization, Synapse, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Nuclear Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, DNA Repair, Proteostasis, Autophagy
GO Term: Cytoplasmic Microtubule -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Synapse
GO Term: Intermediate Filament -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Apoptosis
GO Term: Neurofilament -> Biodomain: Structural Stabilization, Synapse, Myelination, Proteostasis, Cell Cycle
GO Term: Actin Filament -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Arp2/3 Protein Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Plasma Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Endolysosome, Vasculature, Proteostasis
GO Term: Potassium:Proton Exchanging Atpase Complex -> Biodomain: Proteostasis, Endolysosome, Metal Binding and Homeostasis, Autophagy, Mitochondrial Metabolism
GO Term: Sodium:Potassium-Exchanging Atpase Complex -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism, Proteostasis
GO Term: Voltage-Gated Calcium Channel Complex -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Acetylcholine-Gated Channel Complex -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Vasculature
GO Term: Interleukin-2 Receptor Complex -> Biodomain: Immune Response, Cell Signaling, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Interleukin-5 Receptor Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Interleukin-6 Receptor Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Interleukin-13 Receptor Complex -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Apoptosis, Lipid Metabolism
GO Term: Insulin Receptor Complex -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: Oncostatin-M Receptor Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Endolysosome, Apoptosis
GO Term: Caveola -> Biodomain: Vasculature, Lipid Metabolism, Structural Stabilization, Endolysosome, Proteostasis
GO Term: Microvillus -> Biodomain: Structural Stabilization, Lipid Metabolism, Vasculature, Proteostasis, Endolysosome
GO Term: Brush Border -> Biodomain: Structural Stabilization, Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism
GO Term: Clathrin-Coated Pit -> Biodomain: Endolysosome, Proteostasis, Vesicle Trafficking, Signal Transduction, Autophagy
GO Term: Cell-Cell Junction -> Biodomain: Structural Stabilization, Synapse, Vasculature, Immune Response, Proteostasis
GO Term: Adherens Junction -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Spot Adherens Junction -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Synapse
GO Term: Zonula Adherens -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Immune Response
GO Term: Fascia Adherens -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Vasculature, Proteostasis
GO Term: Gap Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Immune Response
GO Term: Connexin Complex -> Biodomain: Synapse, Structural Stabilization, Vasculature, Cell Cycle, Proteostasis
GO Term: Bicellular Tight Junction -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Focal Adhesion -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Apoptosis
GO Term: Muscle Tendon Junction -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Vasculature, Autophagy, Immune Response
GO Term: Cilium -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Axoneme -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Autophagy, Tau Homeostasis, Cell Cycle
GO Term: Cell Cortex -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Cell Cycle, Autophagy
GO Term: Septin Ring -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Phosphatidylinositol 3-Kinase Complex -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Immune Response, Cell Cycle
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ia -> Biodomain: Lipid Metabolism, Cell Cycle, Autophagy, Immune Response, Endolysosome
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ib -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Endolysosome, Immune Response
GO Term: 6-Phosphofructokinase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Acetolactate Synthase Complex -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Camp-Dependent Protein Kinase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Epigenetic
GO Term: Caax-Protein Geranylgeranyltransferase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Endolysosome
GO Term: Calcium- And Calmodulin-Dependent Protein Kinase Complex -> Biodomain: Signal Transduction, Synapse, Proteostasis, Structural Stabilization, Epigenetic
GO Term: Calcineurin Complex -> Biodomain: Proteostasis, Synapse, Immune Response, Apoptosis, Cell Cycle
GO Term: Protein Kinase Ck2 Complex -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Cell Cycle
GO Term: Dna-Dependent Protein Kinase-Dna Ligase 4 Complex -> Biodomain: DNA Repair, Cell Cycle, Immune Response, Metal Binding and Homeostasis, Apoptosis
GO Term: Glycine Cleavage Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Phosphorylase Kinase Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Structural Stabilization
GO Term: Protein Farnesyltransferase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Structural Stabilization
GO Term: Rab-Protein Geranylgeranyltransferase Complex -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Synapse, Structural Stabilization
GO Term: Ribonucleoside-Diphosphate Reductase Complex -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Carbohydrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Polysaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Glycogen Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Glycogen Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Glycogen Biosynthetic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Epigenetic
GO Term: Glycogen Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Regulation Of Glycogen Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Metal Binding and Homeostasis
GO Term: Starch Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Disaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Sucrose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Epigenetic, Autophagy
GO Term: Sucrose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Cell Cycle
GO Term: Lactose Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Lactose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Immune Response, Endolysosome
GO Term: Trehalose Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Trehalose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Monosaccharide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Structural Stabilization, Autophagy
GO Term: Xylulose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Xylulose Catabolic Process -> Biodomain: Carbohydrate Metabolism, Mitochondrial Metabolism, General Metabolism, Energy Metabolism, Lipid Metabolism
GO Term: Fructose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Fructose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Epigenetic
GO Term: Fructose 6-Phosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Epigenetic, Autophagy
GO Term: Fructose 2,6-Bisphosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Fucose Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Glucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Glucose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metabolism, Energy Metabolism, Carbohydrate Metabolism, Cellular Energy
GO Term: Udp-Alpha-D-Glucose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization, Autophagy
GO Term: Galactose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Mannose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, APP Metabolism
GO Term: D-Ribose Metabolic Process -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle
GO Term: 5-Phosphoribose 1-Diphosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, RNA Spliceosome
GO Term: Inositol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Inositol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Glycosaminoglycan Biosynthetic Process -> Biodomain: Structural Stabilization, Vasculature, Synapse, Immune Response, Lipid Metabolism
GO Term: Glycosaminoglycan Catabolic Process -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Proteoglycan Metabolic Process -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Chitin Metabolic Process -> Biodomain: Structural Stabilization, Endolysosome, Autophagy, Immune Response, Lipid Metabolism
GO Term: Chitin Catabolic Process -> Biodomain: Immune Response, Endolysosome, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Amino Sugar Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Immune Response, Autophagy
GO Term: Glucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Epigenetic, Proteostasis, Oxidative Stress
GO Term: Glucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: N-Acetylglucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Structural Stabilization, Myelination
GO Term: N-Acetylglucosamine Biosynthetic Process -> Biodomain: Proteostasis, Immune Response, Autophagy, Cell Cycle, Epigenetic
GO Term: N-Acetylglucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Udp-N-Acetylglucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Epigenetic, Autophagy, Endolysosome
GO Term: Udp-N-Acetylglucosamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Epigenetic, Proteostasis, Autophagy, Cell Cycle
