Running with TEMP=0.5, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Transcription Factor Tfiih Holo Complex -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Proteostasis
GO Term: Chromatin Silencing Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Anaphase-Promoting Complex -> Biodomain: Cell Cycle, Proteostasis, Epigenetic, DNA Repair, Apoptosis
GO Term: Spliceosomal Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, DNA Repair
GO Term: U5 Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Cell Cycle
GO Term: U7 Snrnp -> Biodomain: RNA Spliceosome, Cell Cycle, Epigenetic, DNA Repair, Proteostasis
GO Term: U2-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy
GO Term: U1 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle
GO Term: U2 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle
GO Term: U4 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle
GO Term: U6 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, DNA Repair
GO Term: U12-Type Spliceosomal Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: U4Atac Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, DNA Repair
GO Term: U6Atac Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, DNA Repair
GO Term: U11 Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: U12 Snrnp -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Chromosome -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Telomerase Holoenzyme Complex -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Mitochondrial Metabolism, Autophagy
GO Term: Polytene Chromosome -> Biodomain: Structural Stabilization, Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome
GO Term: Chiasma -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Recombination Nodule -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Synapse
GO Term: Late Recombination Nodule -> Biodomain: Synapse, Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Pericentric Heterochromatin -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, DNA Repair, Apoptosis
GO Term: Perichromatin Fibrils -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Structural Stabilization
GO Term: Nucleolus -> Biodomain: Proteostasis, RNA Spliceosome, Oxidative Stress, Cell Cycle, Apoptosis
GO Term: Nucleolus Organizer Region -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Autophagy
GO Term: Sno(S)Rna-Containing Ribonucleoprotein Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Rna Polymerase I Complex -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, RNA Spliceosome
GO Term: Cytoplasm -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Lipid Metabolism, Autophagy
GO Term: Mitochondrial Envelope -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Mitochondrial Outer Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Mitochondrial Outer Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Structural Stabilization
GO Term: Mitochondrial Inner Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Tim23 Mitochondrial Import Inner Membrane Translocase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: M-Aaa Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Mitochondrial Permeability Transition Pore Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Mitochondrial Intermembrane Space -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Mitochondrial Matrix -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Gamma Dna Polymerase Complex -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Mitochondrial Ribosome -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Mitochondrial Large Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Mitochondrial Small Ribosomal Subunit -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Lysosomal Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Secondary Lysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Early Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Late Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Multivesicular Body -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Synapse
GO Term: Vacuole -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Vacuolar Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: Vacuolar Lumen -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Autophagosome -> Biodomain: Autophagy, Proteostasis, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Peroxisome -> Biodomain: Oxidative Stress, Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Peroxisomal Membrane -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Structural Stabilization, Apoptosis
GO Term: Peroxisomal Matrix -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Endoplasmic Reticulum -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Apoptosis, Oxidative Stress
GO Term: Sec61 Translocon Complex -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Autophagy, Apoptosis
GO Term: Signal Recognition Particle Receptor Complex -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Signal Recognition Particle, Endoplasmic Reticulum Targeting -> Biodomain: Proteostasis, Endolysosome, Autophagy, RNA Spliceosome, Structural Stabilization
GO Term: Signal Peptidase Complex -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Endoplasmic Reticulum Lumen -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Structural Stabilization, Oxidative Stress
GO Term: Smooth Endoplasmic Reticulum -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome
GO Term: Rough Endoplasmic Reticulum -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Immune Response
GO Term: Endoplasmic Reticulum-Golgi Intermediate Compartment -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, APP Metabolism, Autophagy
GO Term: Golgi Stack -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Synapse, Vasculature
GO Term: Golgi Lumen -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Golgi Medial Cisterna -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Golgi-Associated Vesicle -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Cis-Golgi Network -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Trans-Golgi Network -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Vasculature
GO Term: Lipid Droplet -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Centrosome -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Centriole -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Microtubule Organizing Center -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Autophagy
GO Term: Aster -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair, Apoptosis
GO Term: Spindle -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Actomyosin Contractile Ring -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Polar Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Kinetochore Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Cytosol -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Chaperonin-Containing T-Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Endolysosome
GO Term: Hemoglobin Complex -> Biodomain: Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Oxidative Stress, Proteostasis
GO Term: Heterotrimeric G-Protein Complex -> Biodomain: Signal Transduction, GPCR Signaling, Cell Surface Receptor, Intracellular Signaling, Protein Complex Assembly
GO Term: Proteasome Regulatory Particle -> Biodomain: Proteostasis, Ubiquitin-Proteasome System, Protein Degradation, Autophagy, Oxidative Stress
GO Term: Proteasome Core Complex -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Structural Stabilization
GO Term: Ribosome -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Structural Stabilization
GO Term: Nuclear Cap Binding Complex -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Mrna Cleavage And Polyadenylation Specificity Factor Complex -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, DNA Repair, Proteostasis
GO Term: Mrna Cleavage Stimulating Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: Mrna Cleavage Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Eukaryotic Translation Initiation Factor 2 Complex -> Biodomain: Proteostasis, Epigenetic, RNA Spliceosome, Autophagy, Cell Cycle
GO Term: Eukaryotic Translation Initiation Factor 2B Complex -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Cell Cycle, Mitochondrial Metabolism
GO Term: Eukaryotic Translation Initiation Factor 3 Complex -> Biodomain: Proteostasis, RNA Spliceosome, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Eukaryotic Translation Elongation Factor 1 Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Nascent Polypeptide-Associated Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Synapse, Endolysosome
GO Term: Cytoskeleton -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Autophagy, Proteostasis
GO Term: Axonemal Dynein Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Mitochondrial Metabolism, Autophagy
GO Term: Muscle Myosin Complex -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Troponin Complex -> Biodomain: Structural Stabilization, Muscle System, Calcium Signaling, Cell Adhesion and ECM, Proteostasis
GO Term: Muscle Thin Filament Tropomyosin -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Cell Cycle
GO Term: Striated Muscle Myosin Thick Filament -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Striated Muscle Thin Filament -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Cytoplasmic Dynein Complex -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Endolysosome, Autophagy
GO Term: Dynactin Complex -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Autophagy
GO Term: Kinesin Complex -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Plus-End Kinesin Complex -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Cell Cycle
GO Term: Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Microtubule Associated Complex -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Spindle Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Tau Homeostasis
GO Term: Axonemal Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Nuclear Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, DNA Repair
GO Term: Cytoplasmic Microtubule -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Proteostasis, Endolysosome
GO Term: Intermediate Filament -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, Synapse, Vasculature
GO Term: Neurofilament -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Myelination, Tau Homeostasis
GO Term: Actin Filament -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Immune Response, Vasculature
GO Term: Arp2/3 Protein Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Immune Response
GO Term: Plasma Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Potassium:Proton Exchanging Atpase Complex -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Lipid Metabolism, Oxidative Stress
GO Term: Sodium:Potassium-Exchanging Atpase Complex -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Voltage-Gated Calcium Channel Complex -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Oxidative Stress
GO Term: Acetylcholine-Gated Channel Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Interleukin-2 Receptor Complex -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization
GO Term: Interleukin-5 Receptor Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Autophagy
GO Term: Interleukin-6 Receptor Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Structural Stabilization
GO Term: Interleukin-13 Receptor Complex -> Biodomain: Immune Response, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Insulin Receptor Complex -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Oncostatin-M Receptor Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Vasculature
GO Term: Caveola -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Microvillus -> Biodomain: Structural Stabilization, Lipid Metabolism, Immune Response, Proteostasis, Endolysosome
GO Term: Brush Border -> Biodomain: Structural Stabilization, Endolysosome, Vasculature, Lipid Metabolism, Proteostasis
GO Term: Clathrin-Coated Pit -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Cell-Cell Junction -> Biodomain: Synapse, Structural Stabilization, Vasculature, Immune Response, Proteostasis
GO Term: Adherens Junction -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Vasculature, Autophagy
GO Term: Spot Adherens Junction -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Cell Cycle, Apoptosis
GO Term: Zonula Adherens -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Cell Cycle
GO Term: Fascia Adherens -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Metal Binding and Homeostasis, Vasculature
GO Term: Gap Junction -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Proteostasis, Vasculature
GO Term: Connexin Complex -> Biodomain: Synapse, Structural Stabilization, Vasculature, Cell Cycle, Proteostasis
GO Term: Bicellular Tight Junction -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Focal Adhesion -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Immune Response, Epigenetic
GO Term: Muscle Tendon Junction -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Cell Cycle
GO Term: Cilium -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Cell Cycle, Autophagy
GO Term: Axoneme -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Vasculature, Mitochondrial Metabolism
GO Term: Cell Cortex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Septin Ring -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Phosphatidylinositol 3-Kinase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ia -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Immune Response, Mitochondrial Metabolism
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Ib -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Proteostasis, Immune Response
GO Term: 6-Phosphofructokinase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Cell Cycle
GO Term: Acetolactate Synthase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Camp-Dependent Protein Kinase Complex -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Immune Response
GO Term: Caax-Protein Geranylgeranyltransferase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Calcium- And Calmodulin-Dependent Protein Kinase Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Calcineurin Complex -> Biodomain: Immune Response, Synapse, Proteostasis, Vasculature, Metal Binding and Homeostasis
GO Term: Protein Kinase Ck2 Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Dna-Dependent Protein Kinase-Dna Ligase 4 Complex -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Glycine Cleavage Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Phosphorylase Kinase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Protein Farnesyltransferase Complex -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Cell Cycle
GO Term: Rab-Protein Geranylgeranyltransferase Complex -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Ribonucleoside-Diphosphate Reductase Complex -> Biodomain: DNA Repair, Epigenetic, Metal Binding and Homeostasis, Oxidative Stress, Cell Cycle
GO Term: Carbohydrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Polysaccharide Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Glycogen Metabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism, Proteostasis
GO Term: Glycogen Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Cell Cycle
GO Term: Regulation Of Glycogen Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Glycogen Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Regulation Of Glycogen Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Starch Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Disaccharide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Sucrose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Sucrose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Lactose Biosynthetic Process -> Biodomain: Carbohydrate Metabolism, Metabolism, Lipid Metabolism, Proteostasis, Synapse
GO Term: Lactose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Trehalose Metabolic Process -> Biodomain: Autophagy, Proteostasis, Oxidative Stress, Endolysosome, Mitochondrial Metabolism
GO Term: Trehalose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Monosaccharide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Xylulose Metabolic Process -> Biodomain: Carbohydrate Metabolism, Metabolism, Sugar Metabolism, Metabolic Pathways, Cellular Metabolism
GO Term: Xylulose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Fructose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fructose Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Fructose 6-Phosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Cell Cycle, Autophagy
GO Term: Fructose 2,6-Bisphosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Proteostasis, Autophagy
GO Term: Glucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glucose Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Udp-Alpha-D-Glucose Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Epigenetic, Autophagy
GO Term: Galactose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Mannose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: D-Ribose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: 5-Phosphoribose 1-Diphosphate Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Oxidative Stress, Mitochondrial Metabolism
GO Term: Inositol Metabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Inositol Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization, Synapse
GO Term: Glycosaminoglycan Biosynthetic Process -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Metal Binding and Homeostasis
GO Term: Glycosaminoglycan Catabolic Process -> Biodomain: Glycosaminoglycan Metabolism, Endolysosome, Autophagy, Structural Stabilization, Proteostasis
GO Term: Proteoglycan Metabolic Process -> Biodomain: Structural Stabilization, Endolysosome, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Chitin Metabolic Process -> Biodomain: Structural Stabilization, Immune Response, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Chitin Catabolic Process -> Biodomain: Immune Response, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Amino Sugar Metabolic Process -> Biodomain: Structural Stabilization, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Glucosamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, APP Metabolism, Endolysosome
GO Term: Glucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: N-Acetylglucosamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Proteostasis, Autophagy
GO Term: N-Acetylglucosamine Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Autophagy, Epigenetic
GO Term: N-Acetylglucosamine Catabolic Process -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Udp-N-Acetylglucosamine Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Epigenetic, Autophagy
