Running with TEMP=0.0, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Amyloid-Beta Formation -> Biodomain: Proteostasis, Synapse, APP Metabolism, Endolysosome, Autophagy
GO Term: Positive Regulation Of Male Mating Behavior -> Biodomain: Synapse,Unknown,Unknown,Unknown,Unknown
GO Term: Negative Regulation Of Ripoptosome Assembly Involved In Necroptotic Process -> Biodomain: Apoptosis, Proteostasis, Synapse, Endolysosome, Immune Response
GO Term: Riboflavin Binding -> Biodomain: Mitochondrial Metabolism,Oxidative Stress,Proteostasis,Synapse,Metal Binding and Homeostasis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Programmed Necrotic Cell Death -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Synapse
GO Term: Negative Regulation Of Stem Cell Population Maintenance -> Biodomain: Cell Cycle, Unknown, Epigenetic, APP Metabolism, Tau Homeostasis
GO Term: Positive Regulation Of Stem Cell Population Maintenance -> Biodomain: Cell Cycle, Epigenetic, Proteostasis, Autophagy, Unknown
GO Term: Negative Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Synapse, Proteostasis
GO Term: Positive Regulation Of Mesenchymal Stem Cell Proliferation -> Biodomain: Stem Cells, Cell Cycle, Developmental Biology, Neurogenesis, Cellular Differentiation
GO Term: Protein Localization To Cell Leading Edge -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Unknown
GO Term: Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Epigenetic
GO Term: Positive Regulation Of Protein Localization To Synapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: L-Alpha-Amino Acid Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome
GO Term: Chloride Transmembrane Transport -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Unknown
GO Term: Protein Localization To Mitotic Spindle -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Synapse, Unknown
GO Term: Regulatory T Cell Apoptotic Process -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Epigenetic, DNA Repair
GO Term: Cytotoxic T Cell Pyroptotic Cell Death -> Biodomain: Immune Response, Apoptosis, Inflammatory Response, Cell Cycle, Unknown
GO Term: Regulation Of Sperm Capacitation -> Biodomain: Unknown, Apoptosis, Cell Cycle, Autophagy, Proteostasis
GO Term: Negative Regulation Of Sperm Capacitation -> Biodomain: Unknown, Cell Cycle, Proteostasis, Autophagy, Epigenetic
GO Term: Positive Regulation Of Sperm Capacitation -> Biodomain: Epigenetic, Cell Cycle, Apoptosis, Proteostasis, Unknown
GO Term: Acetyltransferase Complex -> Biodomain: Proteostasis, Synapse, Epigenetic, Autophagy, Mitochondrial Metabolism
GO Term: Catalytic Complex -> Biodomain: Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Transmembrane Transporter Complex -> Biodomain: Synapse, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Autophagy, Synapse, Endolysosome, Epigenetic
GO Term: Positive Regulation Of Protein Autoubiquitination -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Unknown
GO Term: Lysosomal Hops Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Synapse, Lipid Metabolism
GO Term: Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Proteostasis, Synapse, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Synapse, Proteostasis, Cell Cycle, DNA Repair
GO Term: Positive Regulation Of Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Proteostasis, Cell Cycle, Oxidative Stress, DNA Repair
GO Term: Regulation Of Organelle Transport Along Microtubule -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Positive Regulation Of Protein K63-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Protein K48-Linked Ubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Autophagy, Endolysosome, Synapse, Epigenetic
GO Term: Positive Regulation Of Protein Monoubiquitination -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, Epigenetic
GO Term: Positive Regulation Of Protein Linear Polyubiquitination -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intracellular Signal Transduction -> Biodomain: Synapse, Proteostasis, Epigenetic, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Intracellular Signal Transduction -> Biodomain: Synapse, Proteostasis, Epigenetic, Apoptosis, Unknown
GO Term: Positive Regulation Of Intracellular Signal Transduction -> Biodomain: Synapse, Proteostasis, Autophagy, Immune Response, Epigenetic
GO Term: Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus -> Biodomain: Vasculature, Structural Stabilization, Endolysosome, Immune Response, Proteostasis
GO Term: Positive Regulation Of Catalase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Synapse, Proteostasis, Unknown
GO Term: Serine/Threonine Protein Kinase Complex -> Biodomain: Synapse, Proteostasis, Epigenetic, Cell Cycle, Apoptosis
GO Term: Endoribonuclease Complex -> Biodomain: RNA Spliceosome, Proteostasis, Synapse, Epigenetic, Unknown
GO Term: 5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Proteostasis,Synapse,Oxidative Stress,Lipid Metabolism,Metal Binding and Homeostasis
GO Term: 3'-Phospho-5'-Adenylyl Sulfate Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Gmp Reductase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Epigenetic, DNA Repair, Unknown
GO Term: H4 Histone Acetyltransferase Complex -> Biodomain: Epigenetic, Synapse, Proteostasis, Cell Cycle, DNA Repair
GO Term: Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Synapse
GO Term: Negative Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Autophagy, Endolysosome
GO Term: Positive Regulation Of Neutrophil Activation -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Synapse, Unknown
GO Term: Negative Regulation Of Eosinophil Activation -> Biodomain: Immune Response, Unknown, Cell Cycle, Proteostasis, Apoptosis
GO Term: Protein Localization To Nucleolus -> Biodomain: Proteostasis, Epigenetic, Synapse, RNA Spliceosome, DNA Repair
GO Term: Proton Transmembrane Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Silver Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Autophagy, Endolysosome
GO Term: Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Heterotrimeric G-Protein Complex Assembly -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Autophagy
GO Term: Positive Regulation Of Large Conductance Calcium-Activated Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Anti-Mullerian Hormone Signaling Pathway -> Biodomain: Unknown, Proteostasis, Synapse, Epigenetic, Cell Cycle
GO Term: Immune Response Involved In Response To Exogenous Dsrna -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, Endolysosome
GO Term: O-Acyl-L-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Synapse
GO Term: Response To Fluoride -> Biodomain: Oxidative Stress, Autophagy, Epigenetic, Apoptosis, Endolysosome
GO Term: Cellular Response To Fluoride -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Metal Binding and Homeostasis
GO Term: Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Synapse, Proteostasis, Autophagy, Unknown
GO Term: Negative Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Endolysosome, Apoptosis
GO Term: Positive Regulation Of Neutrophil Migration -> Biodomain: Immune Response, Oxidative Stress, Synapse, Endolysosome, Apoptosis
GO Term: Assembly Of Large Subunit Precursor Of Preribosome -> Biodomain: Proteostasis, Synapse, Epigenetic, RNA Spliceosome, Unknown
GO Term: Regulation Of Mrna Stability Involved In Cellular Response To Uv -> Biodomain: Synapse, Proteostasis, Epigenetic, RNA Spliceosome, Unknown
GO Term: Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Positive Regulation Of Membrane Hyperpolarization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Metabolic Process -> Biodomain: Lipid Metabolism,Synapse,Endolysosome,Autophagy,Proteostasis
GO Term: 1-Phosphatidyl-1D-Myo-Inositol 4,5-Bisphosphate Biosynthetic Process -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Kinociliary Basal Body -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Unknown, Autophagy
GO Term: Calcium Ion Import Into Cytosol -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis
GO Term: Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Glucose Mediated Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Regulation Of Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Carbon Dioxide Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Rna Biosynthetic Process -> Biodomain: Synapse, Epigenetic, RNA Spliceosome, Proteostasis, Unknown
GO Term: Positive Regulation Of Rna Biosynthetic Process -> Biodomain: RNA Spliceosome, Synapse, Proteostasis, Epigenetic, Cell Cycle
GO Term: Protein Localization To Pericentric Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Synapse
GO Term: Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization
GO Term: Positive Regulation Of Receptor Localization To Synapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Mitochondrial Outer Membrane Permeabilization Involved In Programmed Cell Death -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Nad Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Epigenetic
GO Term: Respiratory Basal Cell Differentiation -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis, Autophagy
GO Term: Regulation Of Neuroblast Proliferation -> Biodomain: Synapse,Cell Cycle,Structural Stabilization,Epigenetic,Autophagy
GO Term: Gaba Receptor Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Epigenetic, Unknown
GO Term: Gaba-A Receptor Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Unknown
GO Term: G Protein-Coupled Gaba Receptor Complex -> Biodomain: Synapse, Signal Transduction, Membrane Trafficking, Neuronal Excitability, Cell Communication
GO Term: Positive Regulation Of Prolactin Secretion -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Synapse
GO Term: Negative Regulation Of Satellite Cell Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis, Unknown
GO Term: Positive Regulation Of Skeletal Muscle Satellite Cell Differentiation -> Biodomain: Structural Stabilization, Synapse, Unknown, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Growth Factor Dependent Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Proteoglycan Biosynthetic Process -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Chondrocyte Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Unknown, Synapse
GO Term: Positive Regulation Of Chondrocyte Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Unknown
GO Term: Dendritic Filopodium -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Unknown
GO Term: Apoptotic Process Involved In Development -> Biodomain: Apoptosis, Synapse, Developmental Biology, Cell Cycle, Unknown
GO Term: Regulation Of Lamellipodium Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Positive Regulation Of Lamellipodium Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Unknown, Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic
GO Term: Negative Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Unknown, Epigenetic
GO Term: Positive Regulation Of Lens Fiber Cell Differentiation -> Biodomain: Unknown, Cell Cycle, Structural Stabilization, Proteostasis, Synapse
GO Term: Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Structural Stabilization, Epigenetic
GO Term: Negative Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Synapse, Proteostasis, Epigenetic, Autophagy
GO Term: Positive Regulation Of Cell Cycle G2/M Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Apoptosis, Synapse
GO Term: Positive Regulation Of Chondrocyte Development -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Unknown
GO Term: Skeletal Muscle Satellite Cell Migration -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Autophagy
GO Term: Gtpase Activator Complex -> Biodomain: Synapse, Proteostasis, Epigenetic, Structural Stabilization, Autophagy
GO Term: Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Autophagy, Proteostasis, Synapse, Lipid Metabolism
GO Term: Mitochondrial Large Ribosomal Subunit Assembly -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Oxidative Stress, Autophagy
GO Term: Regulation Of Synaptic Vesicle Transport -> Biodomain: Synapse, Proteostasis, Autophagy, Structural Stabilization, Endolysosome
GO Term: Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Epigenetic, Apoptosis
GO Term: Negative Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Cell Cycle G1/S Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Epigenetic, Autophagy
GO Term: Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Unknown
GO Term: Positive Regulation Of Skeletal Muscle Fiber Differentiation -> Biodomain: Unknown, Structural Stabilization, Cell Cycle, Proteostasis, Synapse
GO Term: Negative Regulation Of Protein Localization To Microtubule -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, Cell Cycle
GO Term: Positive Regulation Of Late Endosome To Lysosome Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, Structural Stabilization
GO Term: Regulation Of Nuclear Migration Along Microtubule -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Mitotic Spindle Elongation -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, Autophagy, Apoptosis
GO Term: Regulation Of Neuronal Signal Transduction -> Biodomain: Synapse, Proteostasis, Autophagy, Epigenetic, Structural Stabilization
GO Term: Microtubule Cytoskeleton Organization Involved In Mitosis -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Autophagy
GO Term: Regulation Of Non-Motile Cilium Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Endolysosome
GO Term: Negative Regulation Of Non-Motile Cilium Assembly -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Autophagy
GO Term: Positive Regulation Of Non-Motile Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Propionyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Propionyl-Coa Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis
GO Term: Propionyl-Coa Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Synapse, Oxidative Stress
GO Term: Regulation Of Retina Development In Camera-Type Eye -> Biodomain: Structural Stabilization, Epigenetic, Synapse, Cell Cycle, Unknown
GO Term: Negative Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Amacrine Cell Differentiation -> Biodomain: Synapse, Cell Cycle, Structural Stabilization, Autophagy, Proteostasis
GO Term: Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Negative Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse, Apoptosis
GO Term: Positive Regulation Of Response To Oxidative Stress -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse, Autophagy
GO Term: Protein Localization To Astral Microtubule -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Unknown, Synapse
GO Term: Protein Localization To Spindle Microtubule -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Unknown
GO Term: Regulation Of Mirna Transcription -> Biodomain: Epigenetic, Synapse, Proteostasis, RNA Spliceosome, Unknown
GO Term: Negative Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mirna Transcription -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Terminal Web Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Unknown
GO Term: Regulation Of Postsynaptic Density Protein 95 Clustering -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Negative Regulation Of Autophagosome Assembly -> Biodomain: Autophagy, Proteostasis, Endolysosome, Synapse, Oxidative Stress
GO Term: Regulation Of Supramolecular Fiber Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Unknown
GO Term: Negative Regulation Of Supramolecular Fiber Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Unknown
GO Term: Positive Regulation Of Supramolecular Fiber Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Regulation Of Melanosome Transport -> Biodomain: Endolysosome, Proteostasis, Synapse, Autophagy, Unknown
GO Term: Positive Regulation Of Melanosome Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Protein Kinase Complex -> Biodomain: Synapse, Proteostasis, Apoptosis, Epigenetic, Oxidative Stress
GO Term: Pyruvate Kinase Complex -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Positive Regulation Of Neuroepithelial Cell Differentiation -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Synapse, Autophagy
GO Term: Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Endolysosome
GO Term: Negative Regulation Of Protein Polyubiquitination -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Apoptosis
Saved results to: Experiment/DeepSeek/01-Reference_free/05-FXS/Unknown_Temp_0.0/go_biodomain_results_part_34.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/05-FXS/Unknown_Temp_0.0/runtime_log.csv
