Running with TEMP=0.1, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Udp-Glucose Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Regulation Of Glucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Positive Regulation Of Glucose Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Regulation Of Heparan Sulfate Proteoglycan Biosynthetic Process -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism, Endolysosome
GO Term: Positive Regulation Of Heparan Sulfate Proteoglycan Biosynthetic Process -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Immune Response
GO Term: Negative Regulation Of Very-Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Oxidative Stress
GO Term: Negative Regulation Of Mitochondrial Membrane Potential -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Positive Regulation Of Mitochondrial Membrane Potential -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Inositol Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Autophagy
GO Term: Regulation Of Phosphatase Activity -> Biodomain: Signaling, Enzymology, Protein Modification, Cell Signaling, Metabolism
GO Term: Positive Regulation Of Phosphatase Activity -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Lipid Metabolism, Proteostasis
GO Term: Negative Regulation Of Phosphatase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress, Phosphatase Activity
GO Term: Positive Regulation Of Macrophage Tolerance Induction -> Biodomain: Immune Response, Autophagy, Apoptosis, Endolysosome, Proteostasis
GO Term: Regulation Of Macrophage Cytokine Production -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Negative Regulation Of Macrophage Cytokine Production -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: Nadph Pyrophosphatase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Transcription By Competitive Promoter Binding -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Coenzyme A Diphosphatase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Cell Cycle Process -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Autophagy
GO Term: Negative Regulation Of Intestinal Phytosterol Absorption -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Endopeptidase Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Immune Response
GO Term: Negative Regulation Of Endopeptidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Positive Regulation Of Peptidase Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Immune Response
GO Term: Positive Regulation Of Protein Processing -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Lipid Metabolism
GO Term: Negative Regulation Of Protein Processing -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, APP Metabolism
GO Term: Negative Regulation Of Vitamin D Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Regulation Of Metal Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Magnesium Ion Homeostasis -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Intracellular Magnesium Ion Homeostasis -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Regulation Of Mitotic Sister Chromatid Separation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, DNA Repair, Proteostasis
GO Term: Regulation Of Phosphate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Autophagy
GO Term: Regulation Of Microtubule Nucleation -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Transport Along Microtubule -> Biodomain: Synapse, Endolysosome, Autophagy, Cell Cycle, Tau Homeostasis
GO Term: Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle -> Biodomain: Cell Cycle, Proteostasis, DNA Repair, Apoptosis, Epigenetic
GO Term: Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Regulation Of Neuron Projection Development -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Neuron Projection Development -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Neuron Projection Development -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Autophagy
GO Term: Positive Regulation Of Vitamin D 24-Hydroxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Positive Regulation Of High-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Proteostasis, Immune Response
GO Term: Negative Regulation Of Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Oxidative Stress
GO Term: Negative Regulation Of High-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Autophagy
GO Term: Regulation Of Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Oxidative Stress
GO Term: Negative Regulation Of Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Ubiquitin Recycling -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Free Ubiquitin Chain Polymerization -> Biodomain: Proteostasis, Ubiquitin-Proteasome System, Autophagy, Endolysosome, Apoptosis
GO Term: Response To Auditory Stimulus -> Biodomain: Synapse, Mitochondrial Metabolism, Structural Stabilization, Myelination, Epigenetic
GO Term: Anaphase-Promoting Complex Binding -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Regulation Of Translational Initiation By Eif2 Alpha Phosphorylation -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Programmed Cell Death -> Biodomain: Apoptosis, Autophagy, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Induction Of Programmed Cell Death -> Biodomain: Apoptosis, Autophagy, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Endomembrane System -> Biodomain: Endolysosome, Proteostasis, Autophagy, Vasculature, Synapse
GO Term: Vesicle Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Er To Golgi Transport Vesicle Membrane -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Trans-Golgi Network Transport Vesicle Membrane -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Astrocyte Development -> Biodomain: Synapse, Structural Stabilization, Vasculature, Myelination, Immune Response
GO Term: Oligodendrocyte Development -> Biodomain: Myelination, Nervous System, Structural Stabilization, Cell Differentiation, Cell Cycle
GO Term: Microglia Differentiation -> Biodomain: Immune Response, Synapse, Endolysosome, Autophagy, Apoptosis
GO Term: Microglia Development -> Biodomain: Immune Response, Myelination, Cell Cycle, Endolysosome, Synapse
GO Term: Positive Regulation Of Microglia Differentiation -> Biodomain: Immune Response, Epigenetic, Oxidative Stress, Synapse, Endolysosome
GO Term: Glial Cell Proliferation -> Biodomain: Cell Cycle, Myelination, Synapse, Proteostasis, Structural Stabilization
GO Term: Schwann Cell Proliferation -> Biodomain: Myelination, Cell Cycle, Structural Stabilization, Synapse, Lipid Metabolism
GO Term: Peripheral Nervous System Axon Regeneration -> Biodomain: Structural Stabilization, Myelination, Autophagy, Immune Response, Lipid Metabolism
GO Term: Regulation Of Gliogenesis -> Biodomain: Myelination, Immune Response, Structural Stabilization, Cell Cycle, Lipid Metabolism
GO Term: Negative Regulation Of Gliogenesis -> Biodomain: Myelination, Epigenetic, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Positive Regulation Of Gliogenesis -> Biodomain: Myelination, Cell Cycle, Structural Stabilization, Immune Response, Lipid Metabolism
GO Term: Neuroblast Differentiation -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Autophagy, Proteostasis
GO Term: Notochord Formation -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Neural Crest Formation -> Biodomain: Structural Stabilization, Cell Cycle, Myelination, Epigenetic, Vasculature
GO Term: Mesenchymal Cell Development -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Neural Crest Cell Development -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Autophagy, Apoptosis
GO Term: Neural Crest Cell Differentiation -> Biodomain: Myelination, Vasculature, Epigenetic, Cell Cycle, Structural Stabilization
GO Term: Neural Crest Cell Fate Commitment -> Biodomain: Epigenetic, Cell Cycle, Myelination, Vasculature, Tau Homeostasis
GO Term: Neural Crest Cell Fate Specification -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Synapse, Autophagy
GO Term: Schwann Cell Differentiation -> Biodomain: Myelination, Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Schwann Cell Differentiation -> Biodomain: Myelination, Structural Stabilization, Cell Cycle, Synapse, Proteostasis
GO Term: Positive Regulation Of Schwann Cell Differentiation -> Biodomain: Myelination, Cell Cycle, Lipid Metabolism, Epigenetic, Structural Stabilization
GO Term: Regulation Of Neuron Maturation -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Neuron Maturation -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Tau Homeostasis
GO Term: Negative Regulation Of Neuron Maturation -> Biodomain: Synapse, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Schwann Cell Development -> Biodomain: Myelination, Structural Stabilization, Cell Cycle, Synapse, Proteostasis
GO Term: Establishment Of Endothelial Blood-Brain Barrier -> Biodomain: Vasculature, Structural Stabilization, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Dopamine Secretion -> Biodomain: Synapse, Proteostasis, Endolysosome, Vasculature, Autophagy
GO Term: Glutamate Secretion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: Regulation Of Glutamate Secretion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Positive Regulation Of Glutamate Secretion -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Glutamate Secretion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Structural Stabilization, Endolysosome
GO Term: Gamma-Aminobutyric Acid Secretion -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Gamma-Aminobutyric Acid Secretion -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Apoptosis
GO Term: Positive Regulation Of Gamma-Aminobutyric Acid Secretion -> Biodomain: Synapse, Proteostasis, Autophagy, Cell Cycle, Oxidative Stress
GO Term: Regulation Of Acetylcholine Secretion, Neurotransmission -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Positive Regulation Of Acetylcholine Secretion, Neurotransmission -> Biodomain: Synapse, Endolysosome, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Regulation Of Dopamine Secretion -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Regulation Of Norepinephrine Secretion -> Biodomain: Synapse, Neurotransmitter Release, Signaling, Cellular Response, Stress Response
GO Term: Regulation Of Serotonin Secretion -> Biodomain: Synapse, Proteostasis, Vasculature, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Serotonin Secretion -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Serotonin Secretion -> Biodomain: Synapse, Neurotransmitter Release, Exocytosis, Synaptic Signaling, Regulation Of Neurotransmitter Levels
GO Term: Postsynaptic Density -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Response To Purine-Containing Compound -> Biodomain: Mitochondrial Metabolism, Synapse, Immune Response, Vasculature, Proteostasis
GO Term: Response To Amine -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Junctional Sarcoplasmic Reticulum Membrane -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Intercalated Disc -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Vasculature
GO Term: C Zone -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy
GO Term: Striated Muscle Tissue Development -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Cell Cycle, Proteostasis, Epigenetic
GO Term: Branchiomeric Skeletal Muscle Development -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Regulation Of Satellite Cell Activation Involved In Skeletal Muscle Regeneration -> Biodomain: Cell Cycle, Immune Response, Autophagy, Epigenetic, Proteostasis
GO Term: Positive Regulation Of Satellite Cell Activation Involved In Skeletal Muscle Regeneration -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Immune Response, Autophagy
GO Term: Skeletal Muscle Satellite Cell Activation -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Regulation Of Skeletal Muscle Contraction By Calcium Ion Signaling -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Regulation Of Skeletal Muscle Contraction By Modulation Of Calcium Ion Sensitivity Of Myofibril -> Biodomain: Metal Binding and Homeostasis, Synapse, Structural Stabilization, Mitochondrial Metabolism, Proteostasis
GO Term: Regulation Of The Force Of Skeletal Muscle Contraction -> Biodomain: Muscle Function, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy
GO Term: Spectrin-Associated Cytoskeleton -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Endolysosome
GO Term: Skeletal Muscle Atrophy -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Regulation Of Skeletal Muscle Adaptation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Vasculature
GO Term: Skeletal Muscle Hypertrophy -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Muscle Atrophy -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Muscle Atrophy -> Biodomain: Structural Stabilization, Apoptosis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Muscle Hyperplasia -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Muscle Hyperplasia -> Biodomain: Cell Cycle, Apoptosis, Autophagy, Proteostasis, Structural Stabilization
GO Term: Negative Regulation Of Muscle Hypertrophy -> Biodomain: Proteostasis, Autophagy, Apoptosis, Structural Stabilization, Cell Cycle
GO Term: Longitudinal Sarcoplasmic Reticulum -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Terminal Cisterna -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Terminal Cisterna Lumen -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Smooth Muscle Adaptation -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Epigenetic
GO Term: Smooth Muscle Hyperplasia -> Biodomain: Cell Cycle, Structural Stabilization, Vasculature, Immune Response, Mitochondrial Metabolism
GO Term: Regulation Of Somitogenesis -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, Autophagy, Proteostasis
GO Term: Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum -> Biodomain: Muscle System, Calcium Signaling, Ion Channels and Transporters, Muscle Cell Biology, Cellular Signaling
GO Term: Regulation Of Skeletal Muscle Contraction By Regulation Of Release Of Sequestered Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Positive Regulation Of Skeletal Muscle Contraction By Regulation Of Release Of Sequestered Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Synapse, Structural Stabilization, Mitochondrial Metabolism, Proteostasis
GO Term: Muscle Cell Migration -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Skeletal Muscle Satellite Cell Commitment -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Skeletal Muscle Satellite Cell Differentiation -> Biodomain: Cell Cycle, Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism
GO Term: Regulation Of Skeletal Muscle Contraction -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Tonic Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Detection Of Wounding -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Response To Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Artery Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Vein Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Intestine Smooth Muscle Contraction -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Proteostasis
GO Term: Vascular Associated Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Urinary Bladder Smooth Muscle Contraction -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Vasculature, Synapse
GO Term: Skeletal Muscle Satellite Cell Maintenance Involved In Skeletal Muscle Regeneration -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Myoblast Differentiation Involved In Skeletal Muscle Regeneration -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Apoptosis, Proteostasis
GO Term: Myoblast Migration Involved In Skeletal Muscle Regeneration -> Biodomain: Structural Stabilization, Immune Response, Autophagy, Cell Cycle, Lipid Metabolism
GO Term: Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Regulation Of Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Proteostasis, Apoptosis
GO Term: Growth Factor Dependent Regulation Of Skeletal Muscle Satellite Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Esophagus Smooth Muscle Contraction -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Vasculature, Oxidative Stress
GO Term: Response To Muscle Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Synapse
GO Term: Regulation Of Excitatory Postsynaptic Membrane Potential Involved In Skeletal Muscle Contraction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Response To Inactivity -> Biodomain: Muscle Atrophy, Proteostasis, Autophagy, Metabolism, Apoptosis
GO Term: Skeletal Muscle Cell Proliferation -> Biodomain: Cell Cycle, Mitochondrial Metabolism, Lipid Metabolism, DNA Repair, Epigenetic
GO Term: Regulation Of Skeletal Muscle Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Positive Regulation Of Skeletal Muscle Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Mitochondrial Metabolism, Autophagy
GO Term: Negative Regulation Of Skeletal Muscle Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Regulation Of Skeletal Muscle Contraction Via Regulation Of Action Potential -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Skeletal Myofibril Assembly -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Lipid Metabolism
GO Term: Response To Muscle Inactivity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Response To Muscle Activity Involved In Regulation Of Muscle Adaptation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Response To Injury Involved In Regulation Of Muscle Adaptation -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Apoptosis, Autophagy
GO Term: Response To Electrical Stimulus Involved In Regulation Of Muscle Adaptation -> Biodomain: Synapse, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Transition Between Fast And Slow Fiber -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism, Structural Stabilization
GO Term: Transition Between Slow And Fast Fiber -> Biodomain: Proteostasis, Synapse, Mitochondrial Metabolism, Lipid Metabolism, Epigenetic
GO Term: Muscle Atrophy -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Striated Muscle Atrophy -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Response To Denervation Involved In Regulation Of Muscle Adaptation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Smooth Muscle Hypertrophy -> Biodomain: Structural Stabilization, Vasculature, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Muscle Hypertrophy -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Lipid Metabolism
GO Term: Cardiac Muscle Hypertrophy In Response To Stress -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Satellite Cell Activation Involved In Skeletal Muscle Regeneration -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Immune Response
GO Term: Myotube Differentiation -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Myotube Cell Development -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Myoblast Fusion Involved In Skeletal Muscle Regeneration -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Apoptosis, Proteostasis
GO Term: Myotube Cell Development Involved In Skeletal Muscle Regeneration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Cell Cycle
GO Term: Myotube Differentiation Involved In Skeletal Muscle Regeneration -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Apoptosis, Proteostasis
GO Term: Smooth Muscle Cell Migration -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Apoptosis, Lipid Metabolism
GO Term: Regulation Of Smooth Muscle Cell Migration -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Immune Response, Lipid Metabolism
GO Term: Positive Regulation Of Smooth Muscle Cell Migration -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Cell Cycle, Apoptosis
GO Term: Negative Regulation Of Smooth Muscle Cell Migration -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Immune Response
GO Term: Regulation Of Lung Blood Pressure -> Biodomain: Vasculature, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Heparan Sulfate Proteoglycan Biosynthetic Process -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Synapse
GO Term: Heparan Sulfate N-Sulfotransferase Activity -> Biodomain: Extracellular Matrix Organization, Carbohydrate Metabolism, Post-translational Modification, Glycosaminoglycan Biosynthesis, Growth Factor Signaling
GO Term: Galactosylgalactosylxylosylprotein 3-Beta-Glucuronosyltransferase Activity -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Lipid Metabolism, Epigenetic
GO Term: Heparan-Alpha-Glucosaminide N-Acetyltransferase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Glucuronosyltransferase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Glucuronate-2-Sulfatase Activity -> Biodomain: Endolysosome, Structural Stabilization, Vasculature, Immune Response, Proteostasis
GO Term: Coreceptor Activity -> Biodomain: Immune Response, Synapse, Vasculature, Lipid Metabolism, Proteostasis
GO Term: Cajal Body -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, DNA Repair
GO Term: Protein Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Myelination
GO Term: Protein-Disulfide Reductase Activity -> Biodomain: Proteostasis, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: Disulfide Oxidoreductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Glutathione Disulfide Oxidoreductase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
