node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE,GO:0010888,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,,,,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,GO:0010898,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY,,,,Signal Transduction,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY,,,,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Transcription and Translation Machinery,System and Developmental Process
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION,,,,Protein Metabolism and Trafficking,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,RNA Metabolism
GOBP_OLIGODENDROCYTE_DEVELOPMENT,GO:0014003,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Neurotransmission and Synaptic Regulation,Structural Stabilization
GOBP_GLIAL_CELL_PROLIFERATION,GO:0014009,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,Cell Cycle,System and Developmental Process,Response to Stimulus
GOBP_NEURAL_CREST_FORMATION,GO:0014029,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Epigenetic Regulation,Signal Transduction
GOBP_NEURAL_CREST_CELL_FATE_COMMITMENT,GO:0014034,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_SCHWANN_CELL_DIFFERENTIATION,GO:0014037,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Gliogenesis and Glial Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization
GOBP_SCHWANN_CELL_DEVELOPMENT,,,,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION,GO:0014051,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_SEROTONIN_SECRETION,GO:0014062,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_SEROTONIN_SECRETION,,,,Neurotransmission and Synaptic Regulation,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,,,,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Lipid Metabolism,Response to Stimulus
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_ACTIVATION,GO:0014719,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process,Neurodevelopment and Neuronal Differentiation
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,GO:0014722,biological_process,GO:0008150,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,GO:0014743,,,System and Developmental Process,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_SMOOTH_MUSCLE_ADAPTATION,GO:0014805,biological_process,GO:0008150,Response to Stimulus,System and Developmental Process,Structural Stabilization,Mitochondrial Function and Metabolism,Signal Transduction
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_DIFFERENTIATION,GO:0014816,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Cell Adhesion and Interaction,Signal Transduction
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION,GO:0014819,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,Structural Stabilization
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION,GO:0014859,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Signal Transduction,Structural Stabilization,Response to Stimulus
GOBP_RESPONSE_TO_MUSCLE_INACTIVITY,GO:0014870,biological_process,GO:0008150,Response to Stimulus,System and Developmental Process,Signal Transduction,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION,GO:0014905,biological_process,GO:0008150,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization,Response to Stimulus
GOBP_MYOTUBE_DIFFERENTIATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION,GO:0014908,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Cell Cycle,Structural Stabilization
GOBP_CARBON_DIOXIDE_TRANSPORT,GO:0015670,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus
GOBP_TRYPTOPHAN_TRANSPORT,GO:0015827,biological_process,GO:0008150,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Response to Stimulus
GOBP_ATP_TRANSPORT,GO:0015867,biological_process,GO:0008150,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Signal Transduction
GOBP_NOREPINEPHRINE_TRANSPORT,GO:0015874,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Signal Transduction
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION,GO:0015949,biological_process,GO:0008150,RNA Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Signal Transduction
GOBP_VIRAL_PROCESS,GO:0016032,biological_process,GO:0008150,Immune System and Inflammation,Transcription and Translation Machinery,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOBP_CELL_GROWTH,GO:0016049,,,Cell Cycle,System and Developmental Process,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_VESICLE_ORGANIZATION,GO:0016050,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction
GOBP_TERPENOID_CATABOLIC_PROCESS,GO:0016115,,,Lipid Metabolism,Protein Metabolism and Trafficking,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,GO:0016239,biological_process,GO:0008150,Autophagy,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION,GO:0016321,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Response to Stimulus,Structural Stabilization,DNA Repair
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX_RECEPTOR_RECYCLING,GO:0016562,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_PROTEIN_IMPORT,GO:0017038,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_PEPTIDYL_PROLINE_MODIFICATION,GO:0018208,,,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,Epigenetic Regulation,Response to Stimulus
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE,,,,Protein Metabolism and Trafficking,Signal Transduction,Structural Stabilization,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,GO:0019076,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Immune System and Inflammation,Structural Stabilization
GOBP_REPRODUCTIVE_BEHAVIOR,GO:0019098,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Signal Transduction,Neurotransmission and Synaptic Regulation,Cell Adhesion and Interaction
GOBP_PENTOSE_METABOLIC_PROCESS,GO:0019321,biological_process,GO:0008150,RNA Metabolism,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process,Response to Stimulus
GOBP_DOLICHOL_METABOLIC_PROCESS,GO:0019348,biological_process,GO:0008150,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_LIPOXYGENASE_PATHWAY,GO:0019372,biological_process,GO:0008150,Lipid Metabolism,Immune System and Inflammation,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION,,,,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis
GOBP_TAURINE_METABOLIC_PROCESS,,,,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_EYE_PIGMENTATION,GO:0048069,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Structural Stabilization,Cell Adhesion and Interaction,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,GO:0048147,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Structural Stabilization,System and Developmental Process,Immune System and Inflammation
GOBP_GOLGI_VESICLE_TRANSPORT,GO:0048193,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOBP_GOLGI_VESICLE_BUDDING,GO:0048194,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI,GO:0048199,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI,GO:0048207,,,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process,Response to Stimulus
GOBP_GOLGI_VESICLE_FUSION_TO_TARGET_MEMBRANE,,,,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,GO:0048261,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY,GO:0048262,,,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_VESICLE_FUSION_WITH_GOLGI_APPARATUS,GO:0048280,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_ORGANELLE_INHERITANCE,GO:0048308,,,Cell Cycle,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Structural Stabilization,System and Developmental Process
GOBP_REPLICATION_FORK_PROTECTION,,,,DNA Repair,Cell Cycle,Epigenetic Regulation,Transcription and Translation Machinery,Response to Stimulus
GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,GO:0048485,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Neurotransmission and Synaptic Regulation,Signal Transduction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR,GO:0048520,biological_process,GO:0008150,Response to Stimulus,System and Developmental Process,Neurotransmission and Synaptic Regulation,Signal Transduction,Molecular Transport and Homeostasis
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,GO:0048534,biological_process,GO:0008150,Immune System and Inflammation,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_LYMPH_NODE_DEVELOPMENT,GO:0048535,biological_process,GO:0008150,System and Developmental Process,Immune System and Inflammation,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048585,,,Response to Stimulus,Signal Transduction,System and Developmental Process,Immune System and Inflammation,Epigenetic Regulation
GOBP_SKELETAL_MUSCLE_TISSUE_GROWTH,GO:0048630,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:0048662,biological_process,GO:0008150,Cell Cycle,Signal Transduction,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_ASTROCYTE_DIFFERENTIATION,GO:0048708,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction
GOBP_SEBACEOUS_GLAND_DEVELOPMENT,GO:0048733,biological_process,GO:0008150,Lipid Metabolism,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Response to Stimulus
GOBP_PIGMENT_GRANULE_MATURATION,GO:0048757,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus,Structural Stabilization,Protein Metabolism and Trafficking
GOBP_PRONEPHROS_DEVELOPMENT,GO:0048793,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_OTOLITH_DEVELOPMENT,GO:0048840,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus
GOBP_FOREBRAIN_MORPHOGENESIS,GO:0048853,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_FORMATION_OF_ANATOMICAL_BOUNDARY,GO:0048859,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,GO:0048872,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Apoptosis,Response to Stimulus,Cell Adhesion and Interaction
GOBP_HOST_MEDIATED_REGULATION_OF_INTESTINAL_MICROBIOTA_COMPOSITION,GO:0048874,biological_process,GO:0008150,Molecular Transport and Homeostasis,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Signal Transduction
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,GO:0050435,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Neurotransmission and Synaptic Regulation,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,GO:0050687,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,GO:0050688,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GO:0050728,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_PHAGOCYTOSIS,GO:0050764,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,GO:0050765,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,GO:0050777,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_REGULATION_OF_BEHAVIOR,GO:0050795,biological_process,GO:0008150,Response to Stimulus,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Signal Transduction
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,GO:0050810,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Transcription and Translation Machinery,Epigenetic Regulation,System and Developmental Process
GOBP_PROTEIN_STABILIZATION,GO:0050821,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_WHITE_FAT_CELL_DIFFERENTIATION,GO:0050872,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Transcription and Translation Machinery,Lipid Metabolism
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING,GO:0050901,biological_process,GO:0008150,Cell Adhesion and Interaction,Immune System and Inflammation,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_MICROTUBULE_SEVERING,GO:0051013,biological_process,GO:0008150,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Cell Cycle,System and Developmental Process,Response to Stimulus
GOBP_TRNA_TRANSPORT,GO:0051031,biological_process,GO:0008150,Molecular Transport and Homeostasis,Transcription and Translation Machinery,RNA Metabolism,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,GO:0051043,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,GO:0051045,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,GO:0051051,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO:0051057,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Structural Stabilization
GOBP_NEGATIVE_REGULATION_OF_BINDING,GO:0051100,,,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOBP_HEPOXILIN_METABOLIC_PROCESS,GO:0051121,,,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION,GO:0051127,biological_process,GO:0008150,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,GO:0051131,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NK_T_CELL_ACTIVATION,GO:0051132,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION,GO:0051133,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,GO:0051205,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_MAINTENANCE_OF_LOCATION,GO:0051235,biological_process,GO:0008150,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,GO:0051248,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_CHROMOSOME_ORGANIZATION,GO:0051276,biological_process,GO:0008150,DNA Repair,Epigenetic Regulation,Cell Cycle,Transcription and Translation Machinery,System and Developmental Process
GOBP_CHROMOSOME_SEPARATION,GO:0051304,biological_process,GO:0008150,Cell Cycle,DNA Repair,Structural Stabilization,Signal Transduction,System and Developmental Process
GOBP_CHROMOSOME_MOVEMENT_TOWARDS_SPINDLE_POLE,GO:0051305,,,Cell Cycle,Structural Stabilization,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,,,,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,GO:0051348,,,Signal Transduction,Protein Metabolism and Trafficking,Epigenetic Regulation,Response to Stimulus,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GO:0051353,,,Mitochondrial Function and Metabolism,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_KINETOCHORE_ASSEMBLY,GO:0051382,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_KINETOCHORE_ORGANIZATION,GO:0051383,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,GO:0051386,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Neurotransmission and Synaptic Regulation,System and Developmental Process,Response to Stimulus
GOBP_DETOXIFICATION_OF_NITROGEN_COMPOUND,GO:0051410,biological_process,GO:0008150,Response to Stimulus,Lipid Metabolism,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE,GO:0051447,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,GO:0051480,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION,GO:0051561,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_RESPONSE_TO_CAMP,GO:0051591,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,GO:0051603,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Autophagy,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_NOREPINEPHRINE_UPTAKE,GO:0051620,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL,,,,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,System and Developmental Process
GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION,GO:0051661,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION,GO:0051683,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction
GOBP_PROTEIN_DELIPIDATION,GO:0051697,biological_process,GO:0008150,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,GO:0051702,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
