Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: B Cell Activation -> Biodomain: Immune Response, Apoptosis, Autophagy, RNA Spliceosome, Structural Stabilization

Pathway: Macrophage Activation -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Monocyte Activation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Endothelial Cell Activation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Vasculature, Proteostasis

Pathway: Neutrophil Activation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Nitrate Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Regulation Of Cell Population Proliferation -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Proteostasis, Autophagy

Pathway: Regulation Of T Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Autophagy, Structural Stabilization

Pathway: Negative Regulation Of T Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Structural Stabilization

Pathway: Thiamine Phosphate Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy

Pathway: Fructose 1,6-Bisphosphate 1-Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Rrna Primary Transcript Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Immune Response

Pathway: Meiotic Dna Double-Strand Break Formation -> Biodomain: Cell Cycle, DNA Repair, Meiotic Dna Double-Strand Break Formation, Apoptosis, Epigenetic

Pathway: Late Meiotic Recombination Nodule Assembly -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Immune Response

Pathway: Vacuole Fusion, Non-Autophagic -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Structural Stabilization

Pathway: Retrograde Transport, Endosome To Golgi -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, Immune Response

Pathway: Dna Strand Invasion -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis

Pathway: Cellular Response To Glucose Starvation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism, Immune Response

Pathway: Lipoprotein Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy

Pathway: Lipoprotein Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Lipoprotein Catabolic Process -> Biodomain: Lipid Metabolism, Apoptosis, Autophagy, Mitochondrial Metabolism, Proteostasis

Pathway: Telomeric Dna Binding -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Apoptosis, Epigenetic

Pathway: Interleukin-12 Beta Subunit Binding -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Interleukin-12 Alpha Subunit Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Acetylcholine Binding -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Heme Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Heme Metabolic Process -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy

Pathway: Sh2 Domain Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, RNA Spliceosome

Pathway: Lysophosphatidic Acid Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Nuclear Outer Membrane-Endoplasmic Reticulum Membrane Network -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Regulation Of Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Negative Regulation Of Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Immune Response

Pathway: Xenobiotic Catabolic Process -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Ketone Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Ketone Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Ketone Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Halogenated Hydrocarbon Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome

Pathway: Modified Amino Acid Catabolic Process -> Biodomain: Protein Metabolism, Autophagy, Immune Response, Mitochondrial Metabolism, Structural Stabilization

Pathway: Response To Cocaine -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Synapse, Proteostasis

Pathway: Rna Repair -> Biodomain: RNA Spliceosome, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Tissue Regeneration -> Biodomain: Immune Response, Autophagy, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Establishment Of Planar Polarity Of Follicular Epithelium -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Myelination, Apoptosis

Pathway: Establishment Of Planar Polarity Of Embryonic Epithelium -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy

Pathway: Ribosome Biogenesis -> Biodomain: Proteostasis, RNA Spliceosome, Cell Cycle, Autophagy, Mitochondrial Metabolism

Pathway: Ribosome Assembly -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Cell Cycle, Structural Stabilization

Pathway: Cytosolic Ribosome Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Dna Protection -> Biodomain: DNA Repair, Oxidative Stress, Autophagy, Proteostasis, Epigenetic

Pathway: Natural Killer Cell Mediated Cytotoxicity -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Regulation Of Natural Killer Cell Mediated Cytotoxicity -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Protection From Natural Killer Cell Mediated Cytotoxicity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Susceptibility To Natural Killer Cell Mediated Cytotoxicity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Structural Stabilization, Proteostasis

Pathway: Nuclear Rna Export Factor Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Epigenetic

Pathway: Ribosomal Large Subunit Biogenesis -> Biodomain: Proteostasis, RNA Spliceosome, Autophagy, DNA Repair, Immune Response

Pathway: Ribosomal Small Subunit Biogenesis -> Biodomain: Proteostasis, Cell Cycle, RNA Spliceosome, Apoptosis, Epigenetic

Pathway: Error-Free Postreplication Dna Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Immune Response

Pathway: Error-Prone Translesion Synthesis -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Peptide Binding -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Autophagy

Pathway: Purine Nucleoside Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Proteostasis, DNA Repair

Pathway: Dolichyl Pyrophosphate Man9Glcnac2 Alpha-1,3-Glucosyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Apoptosis, Endolysosome

Pathway: Dolichyl Pyrophosphate Glc1Man9Glcnac2 Alpha-1,3-Glucosyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Apoptosis, Oxidative Stress

Pathway: Sphingolipid Delta-4 Desaturase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Structural Stabilization

Pathway: Xylosyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization

Pathway: Mhc Protein Binding -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress

Pathway: Mhc Class I Protein Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, DNA Repair, Structural Stabilization

Pathway: Mhc Class Ii Protein Binding -> Biodomain: Immune Response, Apoptosis, Endolysosome, Structural Stabilization, Proteostasis

Pathway: Urm1 Activating Enzyme Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Isg15 Transferase Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Vocal Learning -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Phosphate Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Lipid Metabolism, Proteostasis

Pathway: Regulation Of Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle

Pathway: Regulation Of Protein Import Into Nucleus -> Biodomain: Proteostasis, Apoptosis, Immune Response, Cell Cycle, RNA Spliceosome

Pathway: Positive Regulation Of Protein Import Into Nucleus -> Biodomain: Cell Cycle, Proteostasis, DNA Repair, Immune Response, Apoptosis

Pathway: Negative Regulation Of Protein Import Into Nucleus -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, RNA Spliceosome

Pathway: Homoiothermy -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Vasoconstriction -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Apoptosis, Structural Stabilization

Pathway: Vasodilation -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Apoptosis, Structural Stabilization

Pathway: Protein Kinase C Deactivation -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Endolysosome

Pathway: Regulation Of Circadian Sleep/Wake Cycle, Rem Sleep -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Structural Stabilization, Proteostasis

Pathway: Negative Regulation Of Circadian Sleep/Wake Cycle, Sleep -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Circadian Rhythms

Pathway: Negative Regulation Of Circadian Sleep/Wake Cycle, Rem Sleep -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Circadian Sleep/Wake Cycle, Non-Rem Sleep -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Regulation Of Phosphorylation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Oxidative Stress

Pathway: Negative Regulation Of Phosphorylation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, Autophagy

Pathway: Positive Regulation Of Phosphorylation -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Endolysosome

Pathway: Heparan Sulfate N-Acetylglucosaminyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Apoptosis, Immune Response

Pathway: Cuticle Development -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis

Pathway: Keratan Sulfate Proteoglycan Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Immune Response

Pathway: Keratan Sulfate Proteoglycan Catabolic Process -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress

Pathway: Gdp-L-Fucose Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Autophagy, Structural Stabilization

Pathway: 'De Novo' Gdp-L-Fucose Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Oxidative Stress

Pathway: Gdp-L-Fucose Salvage -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis

Pathway: L-Fucose Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Immune Response

Pathway: Gdp-4-Dehydro-D-Rhamnose Reductase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Thiamine Diphosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Vitamin D Metabolic Process -> Biodomain: Lipid Metabolism, Calcium Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Vitamin E Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Antioxidant Defense, Mitochondrial Metabolism, Cell Cycle

Pathway: Menaquinone Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Vitamin D Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Calcium Metabolism, Vitamin D Metabolism

Pathway: Vitamin D Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis

Pathway: Vitamin K Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Immune Response, Metal Binding and Homeostasis

Pathway: Vitamin K Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response, Structural Stabilization

Pathway: Phylloquinone Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Autophagy

Pathway: Phylloquinone Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Vitamin K Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Autophagy

Pathway: Chemokine Receptor Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Paraspeckles -> Biodomain: Immune Response, Proteostasis, RNA Spliceosome, Apoptosis, Epigenetic

Pathway: Sarcolemma -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Vasculature

Pathway: Regulation Of Membrane Potential -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Synapse

Pathway: Sphingosine-1-Phosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Histone Binding -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Autophagy

Pathway: Biogenic Amine Biosynthetic Process -> Biodomain: Synapse, Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Thyroid Hormone Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Thyroid Hormone Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Thyroid Hormone Regulation, Endolysosome, Oxidative Stress

Pathway: Nuclear Inclusion Body -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, DNA Repair

Pathway: Extrinsic Component Of Endoplasmic Reticulum Membrane -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Cristae Formation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis

Pathway: Taurine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Carnitine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Epinephrine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Norepinephrine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Dopamine Biosynthetic Process -> Biodomain: Synapse, Oxidative Stress, Neurotransmitter Metabolism, Proteostasis, Apoptosis

Pathway: Dopamine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Epinephrine Biosynthetic Process -> Biodomain: Vasculature, Immune Response, Apoptosis, Oxidative Stress, Lipid Metabolism

Pathway: Dopamine Catabolic Process -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Norepinephrine Biosynthetic Process -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Catecholamine Biosynthetic Process -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Apoptosis, Lipid Metabolism

Pathway: Catecholamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Neurotransmitter Dynamics

Pathway: Choline Catabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Apoptosis, Oxidative Stress

Pathway: Serotonin Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Immune Response

Pathway: Serotonin Metabolic Process -> Biodomain: Neurotransmitter Metabolism, Immune Response, Apoptosis, Lipid Metabolism, Proteostasis

Pathway: Indole Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Melanin Biosynthetic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Pigment Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Immune Response

Pathway: Hormone Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Hormone Biosynthetic Process -> Biodomain: Immune Response, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Hormone Catabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Oxidative Stress, Immune Response

Pathway: Progesterone Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Hormonal Regulation, Immune Response, Cell Cycle

Pathway: L-Arginine Biosynthetic Process Via Ornithine -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Photoreceptor Cell Development -> Biodomain: Synapse, Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Eye Photoreceptor Cell Development -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Melanosome -> Biodomain: Melanosome, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis

Pathway: Ear Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Myelination, Apoptosis, RNA Spliceosome

Pathway: Inner Ear Morphogenesis -> Biodomain: Endolysosome, Synapse, Mitochondrial Metabolism, Immune Response, Apoptosis

Pathway: Outer Ear Morphogenesis -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis

Pathway: Middle Ear Morphogenesis -> Biodomain: Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Odontogenesis Of Dentin-Containing Tooth -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization, Immune Response, Cell Cycle

Pathway: Odontogenesis -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Apoptosis, Cell Cycle

Pathway: Regulation Of Eye Photoreceptor Cell Development -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Cell Cycle

Pathway: Regulation Of Odontogenesis -> Biodomain: Immune Response, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Lipid Metabolism

Pathway: Positive Regulation Of Odontogenesis -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis, Synapse

Pathway: Regulation Of Odontogenesis Of Dentin-Containing Tooth -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Endolysosome, Mitochondrial Metabolism

Pathway: Positive Regulation Of Odontogenesis Of Dentin-Containing Tooth -> Biodomain: Immune Response, Mitochondrial Metabolism, Apoptosis, Metall Binding and Homeostasis, Proteostasis

Pathway: Negative Regulation Of Odontogenesis Of Dentin-Containing Tooth -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Mechanoreceptor Differentiation -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Inner Ear Auditory Receptor Cell Differentiation -> Biodomain: Synapse, Immune Response, Cell Cycle, Apoptosis, Myelination

Pathway: Gamma-Delta T Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Endolysosome

Pathway: Detection Of Bacterial Lipoprotein -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Endolysosome, Mitochondrial Metabolism

Pathway: Detection Of Triacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Epigenetic

Pathway: Detection Of Diacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Structural Stabilization

Pathway: Triacyl Lipopeptide Binding -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Diacyl Lipopeptide Binding -> Biodomain: Immune Response, Oxidative Stress, Structural Stabilization, Apoptosis, Mitochondrial Metabolism

Pathway: Aspartic Endopeptidase Activity, Intramembrane Cleaving -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Regulation Of Tyrosine Phosphorylation Of Stat Protein -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Positive Regulation Of Tyrosine Phosphorylation Of Stat Protein -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Structural Stabilization, Proteostasis

Pathway: Negative Regulation Of Tyrosine Phosphorylation Of Stat Protein -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Cell Cycle

Pathway: Benzene-Containing Compound Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Hyperosmotic Salinity Response -> Biodomain: Oxidative Stress, Autophagy, Immune Response, Proteostasis, DNA Repair

Pathway: Hemoglobin Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Apoptosis

Pathway: Response To Hydrogen Peroxide -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Autophagy, DNA Repair

Pathway: Neuron Maturation -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Myelination

Pathway: Myelination -> Biodomain: Myelination, Synapse, Proteostasis, Cell Cycle, Immune Response

Pathway: Superoxide Anion Generation -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Mcm Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Pteridine-Containing Compound Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, DNA Repair

Pathway: Pteridine-Containing Compound Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Hormone Binding -> Biodomain: Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Endolysosome

Pathway: Nls-Dependent Protein Nuclear Import Complex -> Biodomain: Nuclear Transport, Proteostasis, Cell Cycle, Apoptosis, Immune Response

Pathway: Rna Nuclear Export Complex -> Biodomain: RNA Spliceosome, Immune Response, Autophagy, DNA Repair, Proteostasis

Pathway: Insulin-Like Growth Factor Ternary Complex -> Biodomain: Immune Response, Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Apoptosis

Pathway: Insulin-Like Growth Factor Binary Complex -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Immunoglobulin Complex, Circulating -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Retinol Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Retinoic Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Immune Response

Pathway: Retinal Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Lipid Phosphatase Activity -> Biodomain: Lipid Metabolism, Apoptosis, Mitochondrial Metabolism, Autophagy, Immune Response

Pathway: Phosphoric Ester Hydrolase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, DNA Repair, Proteostasis

Pathway: Specific Granule -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Azurophil Granule -> Biodomain: Endolysosome, Immune Response, Autophagy, Proteostasis, Apoptosis

Pathway: Chromaffin Granule -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response

Pathway: Chromaffin Granule Membrane -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Lipid Metabolism, Proteostasis

Pathway: Germinal Vesicle -> Biodomain: Oocyte Development, Cell Cycle, Immune Response, Apoptosis, Lipid Metabolism

Pathway: Peptide Deformylase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Metal Binding and Homeostasis, Autophagy

Pathway: Glycogen Granule -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, Cell Cycle

Pathway: Zymogen Granule -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Vasculature

Pathway: Zymogen Granule Membrane -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Mitochondrial Metabolism, Immune Response

