node,nodeID,root node,root node ID,biodomain,Source
GOMF_CIS_TRANS_ISOMERASE_ACTIVITY,GO:0016859,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Structural Stabilization, Signal Transduction, Response to Stimulus",D56
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,GO:0016860,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism, Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process",D56
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY,GO:0016866,molecular_function,GO:0003674,"Metabolism, Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus",D56
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES,,,,"Protein Metabolism and Trafficking, Signal Transduction, Molecular Transport and Homeostasis, Epigenetic Regulation, Response to Stimulus",D56
GOMF_ACID_THIOL_LIGASE_ACTIVITY,GO:0016878,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process, Mitochondrial Function and Metabolism",D56
GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS,,,,"DNA Repair, Catalytic Activity, Molecular Function, Nucleic Acid Metabolism, Response to DNA Damage",D56
GOMF_DNA_ENDONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS,GO:0016889,molecular_function,GO:0003674,"DNA Repair, Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, Epigenetic Regulation",D56
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS,,,,"DNA Repair, RNA Metabolism, Epigenetic Regulation, Signal Transduction, Response to Stimulus",D56
GOMF_TBP_CLASS_PROTEIN_BINDING,GO:0017025,molecular_function,GO:0003674,"Transcription and Translation Machinery, Epigenetic Regulation, Signal Transduction, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE,GO:0017056,molecular_function,GO:0003674,"Structural Stabilization, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Transcription and Translation Machinery, System and Developmental Process",D56
GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY,GO:0017116,molecular_function,GO:0003674,"DNA Repair, Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction",D56
GOMF_WNT_PROTEIN_BINDING,GO:0017147,molecular_function,GO:0003674,"Signal Transduction, System and Developmental Process, Cell Adhesion and Interaction, Transcription and Translation Machinery, Protein Metabolism and Trafficking",D56
GOMF_DEAD_H_BOX_RNA_HELICASE_BINDING,GO:0017151,molecular_function,GO:0003674,"RNA Metabolism, Transcription and Translation Machinery, Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus",D56
GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY,GO:0018685,molecular_function,GO:0003674,"Molecular Transport and Homeostasis, Lipid Metabolism, Mitochondrial Function and Metabolism, Response to Stimulus, Protein Metabolism and Trafficking",D56
GOMF_GDP_BINDING,GO:0019003,molecular_function,GO:0003674,"Molecular Transport and Homeostasis, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOMF_PYRIMIDINE_NUCLEOTIDE_BINDING,GO:0019103,molecular_function,GO:0003674,"RNA Metabolism, Molecular Transport and Homeostasis, Signal Transduction, Protein Metabolism and Trafficking, Transcription and Translation Machinery",D56
GOMF_KINASE_INHIBITOR_ACTIVITY,GO:0019210,molecular_function,GO:0003674,"Signal Transduction, Response to Stimulus, Protein Metabolism and Trafficking, Cell Cycle, Apoptosis",D56
GOMF_RRNA_BINDING,GO:0019843,molecular_function,GO:0003674,"Transcription and Translation Machinery, RNA Metabolism, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, System and Developmental Process",D56
GOMF_POTASSIUM_CHANNEL_INHIBITOR_ACTIVITY,GO:0019870,molecular_function,GO:0003674,"Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus, Neurotransmission and Synaptic Regulation, System and Developmental Process",D56
GOMF_MACROMOLECULE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0022884,molecular_function,GO:0003674,"Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction",D56
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE,GO:0030021,molecular_function,GO:0003674,"Structural Stabilization, System and Developmental Process, Cell Adhesion and Interaction, Response to Stimulus, Molecular Transport and Homeostasis",D56
GOMF_MANGANESE_ION_BINDING,GO:0030145,molecular_function,GO:0003674,"Molecular Transport and Homeostasis, Signal Transduction, Mitochondrial Function and Metabolism, Response to Stimulus, Protein Metabolism and Trafficking",D56
GOMF_LRR_DOMAIN_BINDING,GO:0030275,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Signal Transduction, Cell Adhesion and Interaction, Immune System and Inflammation, Response to Stimulus",D56
GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,GO:0030291,molecular_function,GO:0003674,"Signal Transduction, Protein Metabolism and Trafficking, Response to Stimulus, Cell Cycle, Apoptosis",D56
GOMF_INTERLEUKIN_17_RECEPTOR_ACTIVITY,GO:0030368,molecular_function,GO:0003674,"Signal Transduction, Immune System and Inflammation, Response to Stimulus, Cell Adhesion and Interaction, Structural Stabilization",D56
GOMF_SNORNA_BINDING,GO:0030515,molecular_function,GO:0003674,"RNA Metabolism, Transcription and Translation Machinery, Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Epigenetic Regulation",D56
GOMF_HSP70_PROTEIN_BINDING,GO:0030544,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Structural Stabilization, Response to Stimulus, Mitochondrial Function and Metabolism, Intracellular Trafficking and Organelle Dynamics",D56
GOMF_CGMP_BINDING,GO:0030553,molecular_function,GO:0003674,"Signal Transduction, Molecular Transport and Homeostasis, RNA Metabolism, Response to Stimulus, Epigenetic Regulation",D56
GOMF_BETA_2_MICROGLOBULIN_BINDING,GO:0030881,molecular_function,GO:0003674,"Immune System and Inflammation, Cell Adhesion and Interaction, Signal Transduction, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis",D56
GOMF_MISMATCHED_DNA_BINDING,GO:0030983,molecular_function,GO:0003674,"DNA Repair, Epigenetic Regulation, Cell Cycle, Response to Stimulus, Signal Transduction",D56
GOMF_HEAT_SHOCK_PROTEIN_BINDING,GO:0031072,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Mitochondrial Function and Metabolism, Signal Transduction",D56
GOMF_PROTEIN_TAG,,,,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus",D56
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING,GO:0031435,molecular_function,GO:0003674,"Signal Transduction, Protein Metabolism and Trafficking, Response to Stimulus, System and Developmental Process, Molecular Transport and Homeostasis",D56
GOMF_PEPTIDYL_PROLINE_DIOXYGENASE_ACTIVITY,GO:0031543,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism, Structural Stabilization, Molecular Transport and Homeostasis, Response to Stimulus",D56
GOMF_PEPTIDYL_PROLINE_4_DIOXYGENASE_ACTIVITY,GO:0031545,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism, Epigenetic Regulation, Response to Stimulus, System and Developmental Process",D56
GOMF_CLATHRIN_HEAVY_CHAIN_BINDING,GO:0032050,molecular_function,GO:0003674,"Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus",D56
GOMF_CLATHRIN_LIGHT_CHAIN_BINDING,GO:0032051,molecular_function,GO:0003674,"Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, Structural Stabilization",D56
GOMF_OXIDIZED_DNA_BINDING,GO:0032356,molecular_function,GO:0003674,"DNA Repair, Mitochondrial Function and Metabolism, Molecular Transport and Homeostasis, Response to Stimulus, Transcription and Translation Machinery",D56
GOMF_MISMATCH_REPAIR_COMPLEX_BINDING,GO:0032404,,,"DNA Repair, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process",D56
GOMF_MUTLALPHA_COMPLEX_BINDING,GO:0032405,molecular_function,GO:0003674,"DNA Repair, Protein Metabolism and Trafficking, Signal Transduction, Molecular Transport and Homeostasis, Epigenetic Regulation",D56
GOMF_MUTSALPHA_COMPLEX_BINDING,GO:0032407,molecular_function,GO:0003674,"DNA Repair, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, Epigenetic Regulation",D56
GOMF_STEROL_BINDING,GO:0032934,molecular_function,GO:0003674,"Lipid Metabolism, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOMF_MEMBRANE_INSERTASE_ACTIVITY,GO:0032977,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism, Intracellular Trafficking and Organelle Dynamics, Structural Stabilization, Molecular Transport and Homeostasis",D56
GOMF_AMIDE_BINDING,GO:0033218,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Signal Transduction, Lipid Metabolism, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO:1904893,biological_process,GO:0008150,"Signal Transduction, Immune System and Inflammation, Response to Stimulus, System and Developmental Process, Epigenetic Regulation",D56
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN,GO:1904906,biological_process,GO:0008150,"Cell Adhesion and Interaction, Signal Transduction, System and Developmental Process, Structural Stabilization, Immune System and Inflammation",D56
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,,,,"Autophagy, Mitochondrial Function and Metabolism, Response to Stimulus, Signal Transduction, Protein Metabolism and Trafficking",D56
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,GO:1905005,biological_process,GO:0008150,"System and Developmental Process, Cell Adhesion and Interaction, Signal Transduction, Transcription and Translation Machinery, Neurodevelopment and Neuronal Differentiation",D56
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,,,,"System and Developmental Process, Cell Adhesion and Interaction, Signal Transduction, Response to Stimulus, Structural Stabilization",D56
GOBP_AUTOPHAGOSOME_ORGANIZATION,GO:1905037,biological_process,GO:0008150,"Autophagy, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism, Cell Cycle",D56
GOBP_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,GO:1905048,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Signal Transduction, Cell Adhesion and Interaction, Immune System and Inflammation, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,,,,"Protein Metabolism and Trafficking, Signal Transduction, Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus",D56
GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,,,,"Protein Metabolism and Trafficking, Signal Transduction, Cell Adhesion and Interaction, Response to Stimulus, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING,,,,"RNA Metabolism, Epigenetic Regulation, Transcription and Translation Machinery, Signal Transduction, Response to Stimulus",D56
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE,GO:1905244,biological_process,GO:0008150,"Neurotransmission and Synaptic Regulation, Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Cell Adhesion and Interaction, Response to Stimulus",D56
GOBP_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY,,,,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY,,,,"Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus, Apoptosis, Autophagy",D56
GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,GO:1905380,,,"RNA Metabolism, Transcription and Translation Machinery, Epigenetic Regulation, Signal Transduction, System and Developmental Process",D56
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION,GO:1905456,biological_process,GO:0008150,"Immune System and Inflammation, Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Cell Cycle, Epigenetic Regulation",D56
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,GO:1905508,,,"Intracellular Trafficking and Organelle Dynamics, Structural Stabilization, Molecular Transport and Homeostasis, System and Developmental Process, Protein Metabolism and Trafficking",D56
GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION,GO:1905671,biological_process,GO:0008150,"Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Autophagy, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis",D56
GOBP_LIPID_DROPLET_DISASSEMBLY,GO:1905691,biological_process,GO:0008150,"Lipid Metabolism, Autophagy, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905709,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905710,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION,GO:1905821,biological_process,GO:0008150,"Cell Cycle, Signal Transduction, Epigenetic Regulation, Transcription and Translation Machinery, System and Developmental Process",D56
GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION,GO:1905868,,,"RNA Metabolism, Epigenetic Regulation, Transcription and Translation Machinery, Molecular Transport and Homeostasis, Response to Stimulus",D56
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905897,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis",D56
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905898,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis",D56
GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905906,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Response to Stimulus, Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Structural Stabilization",D56
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905907,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Neurotransmission and Synaptic Regulation, Signal Transduction, System and Developmental Process, Response to Stimulus",D56
GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905908,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Structural Stabilization, Signal Transduction, Neurodevelopment and Neuronal Differentiation, Response to Stimulus",D56
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,GO:1990144,biological_process,GO:0008150,"Apoptosis, Response to Stimulus, Signal Transduction, Mitochondrial Function and Metabolism, Cell Cycle",D56
GOBP_EMBRYONIC_BRAIN_DEVELOPMENT,GO:1990403,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Cell Adhesion and Interaction, Signal Transduction, Transcription and Translation Machinery",D56
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GO:1990542,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOBP_PROTEIN_POLYUFMYLATION,GO:1990564,,,"Protein Metabolism and Trafficking, Signal Transduction, Epigenetic Regulation, System and Developmental Process, Response to Stimulus",D56
GOBP_PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION,GO:1990709,biological_process,GO:0008150,"Neurotransmission and Synaptic Regulation, Neurodevelopment and Neuronal Differentiation, Structural Stabilization, Cell Adhesion and Interaction, Intracellular Trafficking and Organelle Dynamics",D56
GOBP_DORSAL_ROOT_GANGLION_DEVELOPMENT,GO:1990791,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Cell Adhesion and Interaction, Signal Transduction, Response to Stimulus",D56
GOBP_RESPONSE_TO_ODORANT,GO:1990834,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Neurotransmission and Synaptic Regulation, System and Developmental Process, Molecular Transport and Homeostasis",D56
GOBP_DOUBLE_STRAND_BREAK_REPAIR_INVOLVED_IN_MEIOTIC_RECOMBINATION,GO:1990918,biological_process,GO:0008150,"DNA Repair, Cell Cycle, System and Developmental Process, Response to Stimulus, Molecular Transport and Homeostasis",D56
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,GO:2000001,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Signal Transduction, Epigenetic Regulation, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,,,,"DNA Repair, Signal Transduction, Cell Cycle, Epigenetic Regulation, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000059,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus, Epigenetic Regulation, Molecular Transport and Homeostasis",D56
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,GO:2000104,biological_process,GO:0008150,"DNA Repair, Signal Transduction, Cell Cycle, Epigenetic Regulation, Response to Stimulus",D56
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,GO:2000105,biological_process,GO:0008150,"DNA Repair, Cell Cycle, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus",D56
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,GO:2000178,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, Cell Cycle, System and Developmental Process, Signal Transduction, Response to Stimulus",D56
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT,GO:2000194,biological_process,GO:0008150,"System and Developmental Process, Response to Stimulus, Signal Transduction, Epigenetic Regulation, Transcription and Translation Machinery",D56
GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING,GO:2000234,biological_process,GO:0008150,"RNA Metabolism, Transcription and Translation Machinery, Epigenetic Regulation, System and Developmental Process, Molecular Transport and Homeostasis",D56
GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,,,,"Cell Adhesion and Interaction, Structural Stabilization, Signal Transduction, Response to Stimulus, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,,,,"Structural Stabilization, Cell Adhesion and Interaction, Signal Transduction, Neurodevelopment and Neuronal Differentiation, System and Developmental Process",D56
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:2000272,biological_process,GO:0008150,"Signal Transduction, Immune System and Inflammation, Response to Stimulus, Molecular Transport and Homeostasis, System and Developmental Process",D56
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000288,biological_process,GO:0008150,"Cell Cycle, System and Developmental Process, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus",D56
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000291,biological_process,GO:0008150,"Cell Cycle, System and Developmental Process, Signal Transduction, Response to Stimulus, Structural Stabilization",D56
GOBP_REGULATION_OF_RHO_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,,,,"Signal Transduction, Cell Adhesion and Interaction, Structural Stabilization, Protein Metabolism and Trafficking, Response to Stimulus",D56
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000316,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, System and Developmental Process, Response to Stimulus, Transcription and Translation Machinery",D56
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,GO:0120163,biological_process,GO:0008150,"Response to Stimulus, Mitochondrial Function and Metabolism, Signal Transduction, System and Developmental Process, Molecular Transport and Homeostasis",D56
GOBP_DENDRITE_ARBORIZATION,GO:0140059,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, Structural Stabilization, Neurotransmission and Synaptic Regulation, System and Developmental Process, Cell Adhesion and Interaction",D56
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,GO:0140448,biological_process,GO:0008150,"Signal Transduction, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process",D56
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,GO:0140467,biological_process,GO:0008150,"Signal Transduction, Molecular Transport and Homeostasis, Response to Stimulus, Protein Metabolism and Trafficking, Epigenetic Regulation",D56
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY,GO:0140627,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Epigenetic Regulation",D56
GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0140894,biological_process,GO:0008150,"Immune System and Inflammation, Intracellular Trafficking and Organelle Dynamics, Signal Transduction, Response to Stimulus, Protein Metabolism and Trafficking",D56
GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS,GO:0150093,biological_process,GO:0008150,"Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Immune System and Inflammation, Response to Stimulus",D56
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO:1900017,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis",D56
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,GO:1900078,biological_process,GO:0008150,"Signal Transduction, Molecular Transport and Homeostasis, Response to Stimulus, Protein Metabolism and Trafficking, Lipid Metabolism",D56
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900101,biological_process,GO:0008150,"Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis",D56
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900102,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis",D56
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900103,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis",D56
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY,GO:1900107,biological_process,GO:0008150,"Signal Transduction, System and Developmental Process, Response to Stimulus, Cell Adhesion and Interaction, Transcription and Translation Machinery",D56
GOBP_REGULATION_OF_RECEPTOR_BINDING,GO:1900120,,,"Signal Transduction, Response to Stimulus, Molecular Transport and Homeostasis, Cell Adhesion and Interaction, Immune System and Inflammation",D56
GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING,GO:1900239,biological_process,GO:0008150,"Response to Stimulus, Cell Cycle, Signal Transduction, System and Developmental Process, Epigenetic Regulation",D56
GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY,,,,"DNA Repair, Signal Transduction, Epigenetic Regulation, Cell Cycle, Transcription and Translation Machinery",D56
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:1901028,biological_process,GO:0008150,"Apoptosis, Mitochondrial Function and Metabolism, Signal Transduction, Response to Stimulus, Cell Cycle",D56
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:1901029,biological_process,GO:0008150,"Apoptosis, Mitochondrial Function and Metabolism, Signal Transduction, Response to Stimulus, Protein Metabolism and Trafficking",D56
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,,,,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, System and Developmental Process, Transcription and Translation Machinery",D56
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS,GO:1901289,biological_process,GO:0008150,"Mitochondrial Function and Metabolism, Lipid Metabolism, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, System and Developmental Process",D56
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH,GO:1901298,,,"Apoptosis, Response to Stimulus, Signal Transduction, Mitochondrial Function and Metabolism, Cell Cycle",D56
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1901380,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus, Neurotransmission and Synaptic Regulation, System and Developmental Process",D56
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,,,,"Protein Metabolism and Trafficking, Lipid Metabolism, Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process",D56
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,,,,"Protein Metabolism and Trafficking, RNA Metabolism, Transcription and Translation Machinery, Molecular Transport and Homeostasis, System and Developmental Process",D56
